	freq	ngram	freq_ref	ngram_ref	ref size	math size	e1	e2	g2
248	13	линейный_a алгебраический_a уравнение_s	8	на_pr поверхность_s земля_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
247	13	что_conj в_pr случай_s	8	книга_s россия_s в_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
246	13	в_pr математика_s арифметика_s	8	играть_v важный_a роль_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
243	13	в_pr каждый_a точка_s	8	забота_s о_pr потомство_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
244	13	показать_v что_conj в_pr	8	один_a из_pr вид_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
252	13	такой_a что_conj для_pr	8	зависеть_v только_part от_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
242	13	точка_s являться_v точка_s	8	во_pr второй_a половина_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
241	13	точка_s лежать_partcp на_pr	8	синтетический_a теория_s эволюция_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
240	13	записать_partcp в виде_pr	8	вид_s из_pr он	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
239	13	быть_v записать_partcp в	8	во_pr многий_a случай_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
238	13	иметь_v вид_s где_adv	8	зависимость_s от_pr условие_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
251	13	вектор_s линейно_adv независимый_a	8	один_a из_pr который_a	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
254	13	матрица_s квадратичный_a форма_s	8	можно_adv разделить_v на_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
253	13	сложение_s умножение_s на_pr	8	что_conj приводить_v к_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
255	13	плоскость_s проходить_partcp через_pr	8	процесс_s протекать_partcp в_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
256	13	чем_conj сущность_s метод_s	8	приводить_v к_pr образование_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
257	13	теорема_s доказать_partcp следствие_s	8	химический_a реакция_s в_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
258	13	фуниция_s в_pr точка_s	8	в виде_pr ион_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
259	13	в_pr точка_s функция_s	8	символ_s химический_a элемент_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
260	13	функция_s дифференцировать_partcp в_pr	8	в_pr разбавить_partcp водный_a	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
261	13	в_pr матричный_a форма_s	8	уравнение_s химический_a реакция_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
262	13	о_intj а_s а_s	8	подбор_s коэффициент_s в_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
263	13	теорема_s если_conj функция_s	8	коэффициент_s в_pr уравнение_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
264	13	что_conj в_pr сила_s	8	молярный_a объем_s газ_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
265	13	свойство_s линия_s второй_a	8	таким образом_adv в_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
266	13	в_pr нелинейный_a зависимость_s	8	случай_s говорить_v о_pr	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
236	13	один_a из_pr он	8	в_pr значительный_a степень_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
237	13	система_s вычет_s по_pr	8	который_a со_pr время_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
232	13	определение_s число_s называться_v	8	многие_s из_pr он	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
235	13	каждый_a из_pr он	8	мочь_v быть_v представить_partcp	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
230	13	каждый_a из_pr который_a	8	средний_a полоса_s россия_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
228	13	доказать_v равенство_s б_part	8	в_pr организм_s человек_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
229	13	мочь_v быть_v представить_partcp	8	в_pr последний_a год_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
234	13	доказать_v что_conj уравнение_s	8	во_pr многое_s зависеть_v	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
231	13	уравнение_s доказать_v что_conj	8	из_pr внешний_a среда_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
233	13	что_conj доказать_v что_conj	8	в_pr определенный_a условие_s	2332884	1500982	8.221628507621288	12.778371492378712	4.419707804846598
165	15	корень_s квадратный_a уравнение_s	10	женский_a половой_a клетка_s	2332884	1500982	9.787652985263438	15.212347014736562	4.41740910249052
166	15	наибольший_a общий_a делитель_s	10	в_pr первый_a очередь_s	2332884	1500982	9.787652985263438	15.212347014736562	4.41740910249052
208	14	быть_v иметь_v вид_s	9	σ_σ связь_s с_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
200	14	алгоритм_s евклид_s основной_a	9	в ходе_pr реакция_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
206	14	в_pr трехмерный_a пространство_s	9	атом_s в_pr молекула_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
205	14	линейный_a однородный_a уравнение_s	9	моль_s моль_s моль_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
204	14	система_s линейный_a алгебраический_a	9	пример_s в_pr реакция_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
203	14	к_pr диагональный_a вид_s	9	элемент_s в_pr периодический_a	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
202	14	определение_s пусть_part функция_s	9	атомный_a масса_s элемент_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
201	14	евклид_s основной_a теорема_s	9	вещество_s реагент_s продукт_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
199	14	в_pr каждый_a из_pr	9	закон_s сохранение_s масса_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
209	14	в_pr полярный_a система_s	9	полярный_a ковалентный_a связь_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
198	14	при_pr какой_a значение_s	9	в_pr твердый_a состояние_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
197	14	для_pr любой_a число_s	9	в_pr форма_s теплота_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
196	14	число_s см также_adv	9	реакция_s протекать_partcp в_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
195	14	в виде_pr сумма_s	9	при_pr переход_s от_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
194	14	представить_partcp в виде_pr	9	мочь_v приводить_v к_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
193	14	общий_a решение_s система_s	9	состоять_v в_pr что_conj	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
207	14	к_pr канонический_a вид_s	9	атом_s углерод_s в_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
210	14	область_s допустимый_a значение_s	9	в_pr окислительно-восстановительный_a реакция_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
217	14	откуда_adv следовать_v что_conj	9	молярный_a свободный_a энергия_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
222	14	л_sв_pr прикладной_a задача_s	9	в_pr раствор_s электролит_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
211	14	качестве_pr пример_s решить_v	9	система_s ее_a окружение_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
212	14	функция_s на_pr отрезок_s	9	равный_a кдж_s моль_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
213	14	исследовать_v на_pr сходимость_s	9	называться_v изменение_s энтальпия_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
214	14	тогда_adv для_pr любой_a	9	из_pr входить_partcp в_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
215	14	число_s элемент_s множество_s	9	привести_partcp в_pr табл_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
216	14	из_pr условие_s следовать_v	9	самопроизвольный_a протекание_s реакция_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
218	14	что_conj аналитический_a геометрия_s	9	в_pr сторона_s образование_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
219	14	в_pr нелинейный_a объект_s	9	концентрация_s один_a из_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
220	14	линейный_a пространство_s в_pr	9	скорость_s реакция_s в_pr	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
221	14	линейный_a пространство_s линейный_a	9	ионный_a уравнение_s реакция_s	2332884	1500982	9.004640746442364	13.995359253557636	4.4098610291914895
224	13	равенство_s доказать_v что_conj	9	к_pr кривой_a скорость_s	2332884	1500982	8.613134627031826	13.386865372968174	3.556296812948834
223	13	вычет_s по_pr модуль_s	9	касательная_s к_pr кривой_a	2332884	1500982	8.613134627031826	13.386865372968174	3.556296812948834
225	13	точка_s на_pr плоскость_s	9	зависимость_s скорость_s реакция_s	2332884	1500982	8.613134627031826	13.386865372968174	3.556296812948834
227	13	в_pr один_a из_pr	9	цепь_s перенос_s электрон_s	2332884	1500982	8.613134627031826	13.386865372968174	3.556296812948834
226	13	на_pr один_a прямая_s	9	в_pr клетка_s в_pr	2332884	1500982	8.613134627031826	13.386865372968174	3.556296812948834
420	10	квадратичный_a функционал_s иметь_v	6	свойство_s живой_a система_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
407	10	положительно_adv определенный_a квадратичный_a	6	эволюция_s живой_a система_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
419	10	линейный_a функционал_s в_pr	6	сложный_a форма_s поведение_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
418	10	л_sв_pr линейный_a пространство_s	6	к_pr обитание_s в_pr	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
417	10	мочь_v быть_v задать_partcp	6	в течение_pr год_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
416	10	линейный_a алгебра_s теорема_s	6	воздействие_s человек_s на_pr	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
415	10	глава_s прямой_a плоскость_s	6	во_pr много_adv раз_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
414	10	ортонормированный_a базис_s к_pr	6	предполагаться_v что_conj в_pr	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
413	10	один_a ортонормированный_a базис_s	6	заболевание_s человек_s животное_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
412	10	в_pr любой_a базис_s	6	в_pr сельский_a хозяйство_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
411	10	правило_s действие_s с_pr	6	среди_pr который_a быть_v	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
410	10	вектор_s в_pr координатный_a	6	использоваться_v для_pr получение_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
409	10	число_s равный_a нуль_s	6	использовать_v в_pr пища_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
408	10	линейный_a алгебра_s в_pr	6	тот_a иной_a степень_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
406	10	заметить_v что_conj в_pr	6	эволюционный_a экологический_a проблема_s	2332884	1500982	6.2640979105686005	9.735902089431399	3.5462801167069404
298	12	в_pr сила_s определение_s	8	в думать_v какой_a	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
300	12	м получить_v эквивалентный_a	8	на_pr питательный_a среда_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
299	12	уравнение_s с_pr один_a	8	в_pr матрикс_s митохондрия_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
288	12	без_pr ограничение_s общность_s	8	стандартный_a молярный_a свободный_a	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
297	12	значение_s линейный_a оператор_s	8	на_pr первый_a этап_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
281	12	взаимно_adv однозначный_a соответствие_s	8	донорный_a акцепторный_a механизм_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
267	12	бы_adv один_a из_pr	8	на_pr самый_a дело_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
268	12	если_conj известно_adv что_conj	8	при_pr химический_a реакция_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
269	12	весь_a натуральный_a число_s	8	число_s внешний_a электрон_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
270	12	то есть_adv для_pr	8	элемент_s побочный_a группа_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
271	12	доказать_v что_conj в_pr	8	метод_s валентный_a связь_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
272	12	для_pr любой_a натуральный_a	8	атомный_a кристаллический_a решетка_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
273	12	который_a делиться_v на_pr	8	чисто_adv ковалентный_a связь_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
274	12	иметь_v место_s соотношение_s	8	электростатический_a притяжение_s между_pr	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
275	12	точка_s лежать_v на_pr	8	связь_s между_pr орбиталь_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
276	12	с_pr вершина_s в_pr	8	между_pr орбиталь_s связь_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
296	12	во_pr внимание_s что_conj	8	взаимодействовать_v друг_s с_pr	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
278	12	что_conj при_pr выполняться_v	8	диаграмма_s образование_s связь_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
279	12	уравнение_s иметь_v решение_s	8	образование_s связь_s в_pr	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
280	12	τ_τ τ_τ τ_τ	8	связь_s углерод_s углерод_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
277	12	один_a из_pr число_s	8	энергетический_a диаграмма_s образование_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
282	12	при_pr деление_s на_pr	8	решетка_s хлорид_s натрий_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
290	12	воспользоваться_v результат_s задача_s	8	константа_s скорость_s реакция_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
295	12	угол_s между_pr вектор_s	8	наклон_s касательная_s к_pr	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
283	12	корень_s доказать_v что_conj	8	в конце концов_adv	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
293	12	с_pr один_a неизвестное_s	8	теория_s электролитический_a диссоциация_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
292	12	в_pr свой_a очередь_s	8	молярный_a концентрация_s эквивалент_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
291	12	в виде_pr линейный_a	8	в_pr результат_s который_a	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
294	12	система_s координата_s уравнение_s	8	проводник_s го_s род_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
289	12	приходить_v к_pr равенство_s	8	состав_s который_a входить_v	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
287	12	точка_s такой_a что_conj	8	изменение_s энтропия_s в_pr	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
286	12	значение_s функция_s в_pr	8	средний_a энтальпия_s связь_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
285	12	против_pr часовой_a стрелка_s	8	г кдж_s моль_s	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
284	12	для_pr каждый_a из_pr	8	г г г	2332884	1500982	7.830122388210751	12.169877611789248	3.5339272819924155
341	11	тогда_adv по_pr теорема_s	7	при_pr протекание_s химический_a	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
352	11	в_pr каждый_a базис_s	7	количество_s вещество_s при_pr	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
351	11	р_s свойство_s линия_s	7	закон_s постоянство_s состав_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
349	11	л_sв_pr прямой_a плоскость_s	7	следовать_v обратить_v внимание_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
348	11	от_pr один_a ортонормированный_a	7	так как_conj он	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
347	11	в_pr координатный_a представление_s	7	ковалентный_a связь_s с_pr	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
346	11	линейный_a алгебра_s доказательство_s	7	система_s химический_a элемент_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
345	11	к_pr заключение_s что_conj	7	периодический_a система_s химический_a	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
344	11	определить_partcp в_pr некоторый_a	7	атом_s каждый_a элемент_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
343	11	малый_a функция_s при_pr	7	энергия_s в_pr форма_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
342	11	бесконечно_adv малый_a функция_s	7	реакция_s в_pr водный_a	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
350	11	линейный_a алгебра_s определение_s	7	атомный_a масса_s относительный_a	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
340	11	точка_s множество_s если_conj	7	атом_s молекула_s ион_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
316	11	доказать_v что_conj весь_a	7	клетка_s в_pr клетка_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
339	11	на_pr сходимость_s ряд_s	7	один_a из_pr важнейший_a	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
328	11	собственный_a вектор_s линейный_a	7	широко_adv распространенный_a в_pr	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
327	11	произведение_s линейный_a оператор_s	7	в_pr последний_a время_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
326	11	квадратный_a матрица_s порядок_s	7	в_pr наземный_a экосистема_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
325	11	неравенство_s коши_s буняковский_a	7	внести_partcp вид_s в_pr	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
323	11	равенство_s следовать_v что_conj	7	в_pr естественный_a условие_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
322	11	виде_pr линейный_a комбинация_s	7	в_pr больший_a степень_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
321	11	на_pr комплексный_a плоскость_s	7	программа_s индивидуальный_a развитие_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
320	11	с_pr целый_a коэффициент_s	7	от_pr друг_s по_pr	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
319	11	алгоритм_s евклид_s для_pr	7	состоять_v из_pr один_a	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
318	11	с_pr точность_s до_pr	7	в_pr последний_a случай_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
317	11	доказать_v что_conj из_pr	7	до сих пор_adv	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
324	11	следовать_v из_pr определение_s	7	в_pr большой_a количество_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
315	11	малый_a теорема_s ферма_s	7	в_pr лабораторный_a условие_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
334	11	привести_partcp квадратный_a уравнение_s	7	в_pr привести_partcp выше_adv	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
314	11	лекция_s система_s линейный_a	7	из_pr он являться_v	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
338	11	частичный_a сумма_s ряд_s	7	периодический_a система_s элемент_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
337	11	производная_s в_pr точка_s	7	в_pr начало_s век_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
335	11	в_pr математический_a анализ_s	7	следовать_v что_conj в_pr	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
336	11	произведение_s вектор_s в_pr	7	свидетельствовать_v о_pr что_conj	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
333	11	уравнение_s иметь_v единственный_a	7	роль_s естественный_a отбор_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
332	11	можно_adv рассматривать_v как_conj	7	находиться_v в_pr состояние_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
331	11	часть_s уравнение_s на_pr	7	в_pr результат_s химический_a	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
330	11	уравнение_s прямой_a в_pr	7	в_pr который_a он	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
329	11	линейный_a оператор_s иметь_v	7	шанс_s на_pr выживание_s	2332884	1500982	7.047110149389676	10.952889850610324	3.5284036541391295
389	10	в_pr некоторый_a базис_s	7	конверсия_s водяной_a газ_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
396	10	введение_s в_pr математический_a	7	в_pr разбавить_partcp раствор_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
390	10	из_pr собственный_a вектор_s	7	выражение_s закон_s действующий_a	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
391	10	система_s координата_s на_pr	7	реакция_s который_a протекать_v	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
392	10	в_pr система_s координата_s	7	раствор_s мочь_v быть_v	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
393	10	уравнение_s плоскость_s в_pr	7	вещество_s в_pr раствор_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
394	10	уравнение_s принимать_v вид_s	7	серный_a кислота_s в_pr	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
395	10	выражение_s с_pr переменный_a	7	ион_s в_pr раствор_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
402	10	математический_a анализ_s в_pr	7	электрохимический_a эквивалентный_a масса_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
397	10	порядок_s с_pr постоянный_a	7	значение_s стандартный_a потенциал_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
398	10	дифференциальный_a исчисление_s функция_s	7	кривой_a скорость_s реакция_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
399	10	замена_s переменный_a в_pr	7	погрузить_partcp в_pr раствор_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
400	10	интеграл_s от_pr функция_s	7	более_adv благородный_a металл_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
401	10	пусть_part дан_s ряд_s	7	в_pr результат_s в_pr	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
404	10	пусть_part функция_s непрерывный_a	7	в_pr плазматический_a мембрана_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
405	10	что_conj то есть_adv	7	человек_s с_pr группа_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
387	10	говорить_v что_conj в_pr	7	равновесие_s сдвигаться_v в_pr	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
388	10	вектор_s линейный_a оператор_s	7	сдвигаться_v в_pr направление_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
403	10	если_conj функция_s непрерывный_a	7	ненасыщенный_a жирный_a кислота_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
386	10	вектор_s на_pr ось_s	7	на_pr положение_s равновесие_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
360	10	простой_a число_s доказать_v	7	по_pr сравнение_s с_pr	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
366	10	многочлен_s степень_s высокий_a	7	образование_s σ_σ связь_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
365	10	который_a мочь_v быть_v	7	ковалентный_a связь_s при_pr	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
364	10	точка_s с_pr координата_s	7	температура_s плавление_s кипение_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
363	10	какой_a значение_s параметр_s	7	проводить_v электрический_a ток_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
362	10	число_s являться_v решение_s	7	углерод_s в_pr молекула_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
361	10	найти_v остаток_s от_pr	7	соединение_s с_pr кислород_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
358	10	формула_s включение_s исключение_s	7	атом_s мочь_v быть_v	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
368	10	через_pr начало_s координата_s	7	по_pr донорный_a акцепторный_a	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
357	10	точка_s пересечение_s прямой_a	7	м уже_adv знать_v	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
356	10	лежать_v на_pr один_a	7	один_a энергетический_a уровень_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
355	10	неравенство_s между_pr средний_a	7	один_a из_pr реагент_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
354	10	можно_adv представить_v в	7	уравнение_s состояние_s идеальный_a	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
353	10	матрица_s система_s линейный_a	7	в_pr уравнение_s реакция_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
385	10	линейно_adv независимый_a вектор_s	7	скорость_s прямой_a обратный_a	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
367	10	корень_s степень_s из_pr	7	с_pr друг_s в_pr	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
359	10	что_conj если_conj число_s	7	который_a принимать_v участие_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
369	10	бесконечно_adv удаленный_a точка_s	7	неподеленный_a пара_s электрон_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
378	10	арифметика_s алгебра_sк_pr журнал_s	7	стандартный_a энтальпия_s атомизация_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
384	10	система_s линейный_a однородный_a	7	реакция_s синтез_s аммиак_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
370	10	мочь_v быть_v получить_partcp	7	в_pr степень_s окисление_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
383	10	в_pr матричный_a вид_s	7	по мере_pr протекание_s	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
382	10	быть_v линейный_a комбинация_s	7	энергия_s превращаться_v в_pr	2332884	1500982	6.655604029979139	10.344395970020862	2.6750308328161108
