	bigram	freq	llr	pmi	t-score	xi square	z-score
54	произведение_s вектор_s	87	841.4618287980556	4.808199966616586	8.603189883945683	1.3518769135667793e+35	30.875450921221763
594	исследовать_v на_pr	21	213.88034005463123	5.014473731555957	4.274180604380133	1.3477383318188858e+35	16.476082769071745
400	фундаментальный_a система_s	27	333.5092185139656	6.365680058372141	5.059087585123837	1.341794452257839e+35	31.14943052722815
871	убедиться_v что_conj	16	167.03913113474846	5.116027864459094	3.749107915635392	1.3323364679611678e+35	14.969746892120506
120	плоскость_s в_pr	55	277.7987976372242	1.583267925012045	2.03257074711518	1.3042661804156166e+35	2.385606624866551
707	лежать_v в_pr	18	131.75365965813398	3.1265145023087997	3.1859048897950824	1.298779146447261e+35	6.383630234214236
48	собственный_a значение_s	90	1123.1655941829085	6.623893449313254	9.277597441318965	1.2984764064381676e+35	62.47099533384359
41	что_conj в_pr	101	397.8375412002206	0.7662626264880561	-2.8029159807065684	1.2911216938182971e+35	-2.478515791014716
925	центр_s в_pr	15	115.0087616443634	3.3450130075407563	3.043894271168588	1.263219828124303e+35	6.578877226929477
274	алгебраический_a уравнение_s	34	300.27107744663954	4.2066483898362685	5.144014868033535	1.2601779014598027e+35	14.986957695982985
881	радиусвектор_s точка_s	16	197.09884577989578	6.1910260125239605	3.8809086353766493	1.2599421347425804e+35	22.491751599256844
266	бы_adv один_a	34	479.0533818230033	7.392908764411193	5.755484913394127	1.2587154237047986e+35	50.590987832414775
457	рациональный_a число_s	24	216.29218784719706	4.292708233686236	4.355258001063936	1.2513571326032815e+35	13.073096010764694
105	начало_s координата_s	59	799.7638045027852	7.253989935417894	7.571684029618002	1.2343476939290982e+35	63.42702691234663
215	ранг_s матрица_s	40	449.4216559678316	5.794753028803092	6.076733050389827	1.2286439060092985e+35	30.698346998422092
350	отличный_a от_pr	29	1000.0	8.009274824881638	5.339700367017784	1.227340405934889e+35	58.11395911117083
783	проверить_v что_conj	17	169.70828241109848	4.872284797234061	3.816891371240433	1.1943357765211672e+35	14.005845418155815
64	если_conj в_pr	79	329.6730560809374	0.9433243755359739	-1.1660497312561384	1.1579260702712198e+35	-1.0963497767129071
998	максимальный_a число_s	14	142.05994709581137	4.94252187875736	3.476977163581718	1.1493544094996277e+35	13.07293497858845
93	вектор_s в_pr	65	292.6755141168833	1.1870024851310832	0.35964366344477117	1.1467157639791251e+35	0.367943963533733
453	дифференцировать_partcp на_pr	25	233.67746613919735	4.529046904385716	4.528918717828022	1.1433104064285204e+35	14.754741469724227
92	переход_s от_pr	65	822.1113108024001	6.737021889018465	7.8978524451149665	1.1377401544897784e+35	55.30691617350845
98	следовать_v из_pr	62	541.9663291573524	4.185302393570346	6.932553890359868	1.1344402379038343e+35	20.048949776281404
201	смешанный_a произведение_s	41	628.5789950340986	8.10950682566354	6.352693892589884	1.1334924207470154e+35	71.58267512103257
117	квадратный_a матрица_s	57	580.0774051696062	5.150145239615228	7.0873532783594015	1.117726191392885e+35	28.6355661431082
647	иррациональный_a число_s	19	176.49370601028204	4.459715751746255	3.928002012293894	1.1134308030635024e+35	12.493191621431803
386	график_s функция_s	27	294.8900129273534	5.555550755687373	4.955827242704735	1.1098822511613515e+35	23.043978513724852
302	умножение_s на_pr	32	277.0464951470494	4.098594352720184	4.93859709109062	1.0827595514640119e+35	13.859613179858314
826	начинать_v с_pr	16	211.69110859185457	6.724138761363911	3.9177004722352975	1.054638353232459e+35	27.31256909526058
529	бесконечный_a число_s	22	193.07703962922096	4.148798822287522	4.115236439848064	1.037105915611922e+35	11.751649536822413
417	стремиться_v к_pr	26	351.45544423907995	7.076170429862049	5.01682327686648	1.0366270232772232e+35	39.51356119855486
846	китайский_a теорема_s	16	223.23275753855705	7.058933973239721	3.9347449777548325	1.0328460304865278e+35	30.80630524761584
333	частичный_a сумма_s	30	470.47597252577543	8.143322789995354	5.435086886306458	1.0170227624589451e+35	61.96497748472633
688	еория_s ряд_s	19	1000.0	7.67083501853261	4.312369251065931	1.0164004271252232e+35	41.73873185838653
517	непрерывность_s функция_s	23	255.15645231306553	5.651799867609422	4.588336615782307	1.0109459775367844e+35	22.05888260747359
512	приводить_v к_pr	23	318.04638803750277	7.201855437798402	4.724972653540374	1.0006030222813525e+35	38.87175491702366
36	м получить_v	110	1416.7011440172791	6.860769479121851	10.29179596188571	9.957062037138546e+34	75.22937674671108
30	а_s а_s	114	1569.6781839430332	7.381068217904651	10.537751566371703	9.89037749640134e+34	92.24801194915456
89	общий_a решение_s	65	688.9012759923935	5.442631487057873	7.659015377487734	9.841231867597722e+34	34.246658327613964
401	полярный_a система_s	27	309.65896232426167	5.918221081400919	5.009245826002822	9.831431376314209e+34	26.411980695244306
129	элемент_s в_pr	51	235.07097300887108	1.2667155649633872	0.685324378340429	9.554517817281496e+34	0.7207812228674314
59	система_s уравнение_s	84	534.2517974302173	2.5303268456563446	5.7141893849803616	9.515475262644199e+34	9.312244340012544
424	неоднородный_a система_s	26	297.90063424408436	5.91268289785949	4.9149013727220545	9.430903832608904e+34	25.864843429056183
304	получать_v что_conj	32	254.0276479125023	3.6190130630136403	4.655360330620047	9.345336879206104e+34	11.064113896170898
118	частный_a решение_s	56	605.0456785708666	5.578525757946151	7.142675088256022	9.319876314905042e+34	33.478059767070555
34	таким образом_adv	110	1000.0	10.346856184080485	10.4705703783414	9.220089247851023e+34	256.19754825411206
157	операция_s с_pr	47	465.18228816241026	4.971299087849302	6.380271651660954	9.152641402188298e+34	24.229353954961326
20	иметь_v вид_s	138	1415.0508208274841	5.152946822178124	11.029127891895119	9.12866251245136e+34	44.605102889498006
651	расширенный_a матрица_s	19	236.09252855926752	6.424767619724234	4.248533313759676	9.04269658567505e+34	26.699953519195986
175	проходить_partcp через_pr	45	767.8727019280195	8.99401777970056	6.679585757322314	8.827287297979415e+34	102.2660989363652
564	лежать_v на_pr	21	191.45624459534883	4.389982866648164	4.107133263651626	8.713912402519141e+34	12.751011845397793
323	глава_s линейный_a	31	292.08556186407804	4.631112540588268	5.079019874293945	8.599129527770006e+34	17.142706876742228
151	найтись_v такой_a	48	637.0431125238538	7.1326842695490065	6.820810837704136	8.588597249627919e+34	54.78473379262952
477	перейти_v к_pr	24	313.95864852517843	6.884744359208816	4.808802467460796	8.37809547319418e+34	35.44392533872395
195	ортонормированный_a система_s	42	420.7649323120713	5.053150661487028	6.056141140576038	8.374274644068867e+34	23.660207104845277
203	двойной_a интеграл_s	41	602.2730589807034	7.914785628437997	6.345406558361424	8.370112640730772e+34	66.83454377010577
537	степенный_a ряд_s	22	300.6704563498497	7.176070326783033	4.619864668648037	8.348883437661086e+34	37.66891025480857
407	ни_part один_a	26	352.48652224987745	7.175810642744258	5.022308584744528	8.279059023604506e+34	40.94662487203679
538	находить_v что_conj	22	186.63835859298706	3.9750669418056295	4.041629310950946	8.251790128678057e+34	10.867039948728609
162	сходимость_s ряд_s	47	542.8280935809016	6.065552533431858	6.632995479422381	8.24775562786977e+34	36.80560158947846
489	пго_s порядок_s	24	1000.0	8.311232274349765	4.8654304361412315	8.240752160233331e+34	58.794129995761935
755	вычет_s по_pr	17	216.5843015834689	6.597866941237551	4.030513635629299	8.169148438849693e+34	26.8958897624842
27	что_conj если_conj	126	802.6741531118751	2.52100485920932	6.9710258451136164	8.07671827540138e+34	11.323829632543154
273	достаточный_a условие_s	34	510.65524619817734	8.040831058844127	5.782788961030964	8.037657062285652e+34	63.6283418435818
233	часть_s уравнение_s	38	289.0145689621568	3.405009669788043	4.898551410352533	8.017279119490855e+34	10.809865400692125
500	должный_a быть_v	23	260.02538362145424	5.828112073513276	4.612206366417414	7.984647692684456e+34	23.57081504123429
90	точка_s в_pr	65	250.65047027915716	0.7106524130800035	-2.6537692614590007	7.960657204996861e+34	-2.3018371698617814
200	данный_a уравнение_s	41	304.15687803924084	3.277428744980606	4.966668059252789	7.904620750240902e+34	10.48612206501145
14	для_pr любой_a	167	1739.7880484834313	5.190751770552869	12.153201894584875	7.6485669984120875e+34	49.799421425337044
141	аффинный_a преобразование_s	50	869.2389205917716	9.26899173562694	7.046136491794486	7.581936196044031e+34	118.66452787432779
217	решить_v система_s	39	388.28748862445354	5.015776390823593	5.825105638635455	7.57608539355103e+34	22.464718000890677
757	делитель_s число_s	17	146.6824473068118	4.058242980049213	3.5847411336739587	7.521130979261611e+34	9.920460347586243
812	прикладной_a задача_s	17	235.17361446470022	7.20165826854055	4.062178019127824	7.514068015738722e+34	33.41674337144208
91	решение_s уравнение_s	65	415.04271626472473	2.5548108544479415	5.077653231009405	7.494317540761468e+34	8.34541583161245
208	пусть_part в_pr	40	183.3195192590356	1.2495662220577204	0.5385624343114401	7.398428520473633e+34	0.5630696349635305
486	проекция_s вектор_s	24	268.726382561028	5.781032866370607	4.705182893243194	7.34464680077411e+34	23.65681380398961
262	диагональный_a вид_s	35	443.384274661541	6.76020840114186	5.7973626690549045	7.081532040255377e+34	40.925200468051806
112	линия_s второй_a	58	738.4099414050579	6.842215868664775	7.471393252103428	7.059377643716155e+34	54.263186768932385
15	на_pr плоскость_s	166	1480.303845755756	4.2180235858372255	11.378160226796373	7.054209820943408e+34	33.28092964326135
456	самосопряженный_a оператор_s	25	343.64696061611176	7.321762941841934	4.932016338430236	6.998585927606948e+34	42.29677284693729
88	пусть_part функция_s	66	519.9150306805968	3.6066526335572795	6.673376670747394	6.943878379249893e+34	15.792414890785459
214	го_s порядок_s	40	541.5925816893578	7.311232274349764	6.237932047200362	6.863202900930002e+34	53.301366385497374
782	зависеть_partcp от_pr	17	261.43238008767366	7.926812664689666	4.086248548384206	6.794581781335354e+34	43.219184037876786
131	векторный_a произведение_s	51	666.3365009278059	7.050405320359996	7.024234147492307	6.761564884410052e+34	54.83253373391957
698	теория_s число_s	18	148.14672972261906	3.805520948651557	3.5826085043958047	6.669102527604458e+34	9.083117301159866
61	решение_s система_s	82	665.2073922753334	3.76421807524678	7.605715011782089	6.633511327932674e+34	19.008984503573423
412	пара_s число_s	26	192.80900382995605	3.2673229152663223	3.947081035933105	6.592262302853872e+34	8.30433264457355
226	цепной_a дробь_s	38	641.5556618496776	9.029629677883095	6.138756922893995	6.494127060942669e+34	95.15305168700107
37	а_s т_s	110	1605.2480322122574	7.844769704596013	10.38884770227789	6.445366723775967e+34	106.79980696105318
551	тройной_a интеграл_s	22	355.2488103955984	8.423840623963084	4.66070679989517	6.392961883634527e+34	58.56170721940888
211	через_pr точка_s	40	332.07995300740004	3.9009233634919953	5.403597231770146	6.374200821119661e+34	14.1604819605794
225	билинейный_a функционал_s	39	634.4304112046957	8.789736626453935	6.214303344623774	6.346894872450261e+34	88.63948646441358
285	расстояние_s от_pr	33	421.7677311524749	6.844215578611142	5.635808055884929	6.222355804499603e+34	40.96008785088459
546	несобственный_a интеграл_s	22	349.708051584661	8.36244007929894	4.6594151059852456	6.126436302049634e+34	57.31280269266481
885	производная_s в_pr	16	95.30635568499565	2.2235283611561973	2.1369861973670226	6.055520302362462e+34	3.131292779228382
733	нормальный_a вектор_s	18	205.39787163585424	5.904415281875889	4.0885646996004645	6.002004354477701e+34	21.45465429215106
331	прямой_a в_pr	30	141.2367448732257	1.3416144310788913	0.776128111914939	5.945550941563383e+34	0.8377493514997937
528	так_adv что_conj	22	170.82053212821484	3.507287980454812	3.7931579049997826	5.938664524072965e+34	8.672572877787973
480	поскольку_conj в_pr	24	122.86544033885002	1.6372632011674049	1.473312828495921	5.923686612563681e+34	1.7618755569783897
699	связанный_a с_pr	18	200.16509956121445	5.724138761363911	4.06805702460667	5.921558591289363e+34	20.054108407395354
23	равный_a нуль_s	137	1774.8569787293673	6.78409821120183	11.473680728292722	5.799918757469602e+34	81.66930905524409
348	направленный_a отрезок_s	30	466.0364130064845	8.3833820601056	5.441546303725953	5.798574863282747e+34	67.42091692347428
964	функциональный_a ряд_s	15	205.1898826509714	7.185408191362368	3.8151035428556495	5.7293643626147165e+34	31.207977242951205
628	действие_s с_pr	20	215.02991254627705	5.510013956011064	4.258664242225892	5.668689816104495e+34	19.49219434270542
636	трехмерный_a пространство_s	20	268.4844294786453	7.1436550277638755	4.40333960934141	5.661267300595984e+34	35.50234139101249
404	экстремум_s функция_s	27	251.69660802185535	4.589766471025286	4.726767305515426	5.6603626865993e+34	15.726805158865742
974	предельный_a точка_s	15	153.36394996196032	5.131083472067678	3.632580055418033	5.649458083604556e+34	14.58034514729867
808	объект_s на_pr	17	145.1670142710209	4.02779511005379	3.5732582832728883	5.473608503832669e+34	9.784881586876773
287	обратный_a матрица_s	33	322.48853784799576	4.908643995331076	5.328544089428604	5.468163494464052e+34	19.80070697591852
137	правый_a часть_s	50	748.2948212251067	8.209591142030556	7.019109308813135	5.441677146501773e+34	81.88346114655482
451	допустимый_a значение_s	25	335.71622850745916	7.212336518769373	4.926659276918171	5.4266996735886905e+34	40.67850058224307
236	тогда_adv в_pr	38	155.9993504434824	0.9002427839865854	-1.0200856978659194	5.390873810390662e+34	-0.9448966129026772
532	представимый_a в	22	320.4939631074667	7.813272243440379	4.64505431855561	5.371417705025619e+34	47.23381721935872
494	эрмитов_a оператор_s	24	313.61408894509077	6.993682619972976	4.8153610214688864	5.35036792575919e+34	36.85789855029068
316	координата_s в_pr	31	136.97807370871305	1.1315544901101464	0.03994531877835608	5.246042464345367e+34	0.04008938610865428
807	метрический_a пространство_s	17	232.19744738936424	7.253144175344213	4.064314020806022	5.191986185159221e+34	34.0362596619258
278	канонический_a вид_s	34	405.0702051743865	6.331365102337986	5.673439961095967	5.107052451572131e+34	34.519099753162955
883	фуниция_s в_pr	16	89.58611679822206	1.97621830761542	1.7886177627283353	5.061768228876059e+34	2.4055568594469428
85	число_s в_pr	67	204.39943213015795	0.09706411117539258	-8.461149963231616	5.013916513509772e+34	-5.933167237013301
444	начальный_a условие_s	25	360.7932041734457	7.803675284835939	4.951321803301092	5.013426116836433e+34	50.18095417920447
264	интегральный_a сумма_s	35	446.47747584432364	6.873862115002128	5.806356156485455	4.917075697831191e+34	42.63542591655284
354	утверждение_s теорема_s	29	292.99465327709913	5.132643659422731	5.051258890573979	4.905492550804213e+34	20.28556321347694
31	что_conj при_pr	113	767.7546701580286	2.8202821927843345	7.356328058739833	4.765567382796003e+34	13.25572389834064
42	что_conj для_pr	100	607.3467668369412	2.3206899071767078	5.645808342317446	4.61573916221739e+34	8.556031216485412
620	справедливо_adv равенство_s	20	263.04820811748505	7.042345142270532	4.398334880612748	4.57972810503099e+34	34.23847789076407
612	предыдущий_a задача_s	20	237.22214548289776	6.2516989510401455	4.344471233020151	4.570461798516932e+34	25.713368448573064
434	представить_v в	25	340.362760335207	7.366930624243526	4.934111787661145	4.47825580168743e+34	42.982346864967674
193	определенный_a интеграл_s	42	540.7829552516341	6.973397788553042	6.368557568350539	4.461475484123261e+34	48.404933179299256
460	произвольный_a точка_s	24	206.75242203474045	4.116479059158906	4.2846140677216	4.448970354294781e+34	12.099046309515124
365	основной_a теорема_s	28	278.62822410464287	5.036213896739639	4.940724594124202	4.428414785893581e+34	19.189513427325007
57	линейно_adv независимый_a	85	1494.9768337532878	9.467569769323077	9.191218030762505	4.380876719547393e+34	165.81808859189314
590	базисный_a вектор_s	21	215.16674667596817	5.215344377813994	4.314264146269148	4.334667342381682e+34	17.82961118422837
109	уравнение_s в_pr	58	176.4403695985675	0.09180910965462398	-7.928897187856008	4.322274501058486e+34	-5.549821657739451
181	формула_s для_pr	44	330.7343296930194	3.367708571507541	5.235434068771903	4.285327571739205e+34	11.40488567231328
780	получаться_v из_pr	17	159.25436019152403	4.612168296262678	3.7563909650862377	4.193143741856841e+34	12.595600613003286
938	член_s в_pr	15	80.14222544431686	1.796809056829718	1.4482888814712187	4.162922053622149e+34	1.8304147249898925
439	как_conj в_pr	25	109.55635655671358	1.105995482825498	-0.05285694762895385	4.149807686922542e+34	-0.05257975772362923
680	однородный_a уравнение_s	19	145.42270629107952	3.4439286590803455	3.4876228752436975	4.1204050594960776e+34	7.800815837330819
784	исходный_a уравнение_s	17	133.63417971134186	3.5830242687460077	3.374709561761374	4.066472383343973e+34	7.921052376857732
343	пространство_s в_pr	30	119.48223820328712	0.8108386167337763	-1.3144775834564508	3.9729236900135406e+34	-1.1804406316582834
244	место_s равенство_s	37	416.93836157023907	5.9393931871306265	5.867151899210586	3.93780365498701e+34	31.163245268991496
69	что_conj число_s	73	321.74949587881565	1.1249807879481695	0.02255801632872059	3.906166660810791e+34	0.022587854445099705
270	прямой_a на_pr	34	216.95775286108255	2.563262619723628	3.684973539449321	3.8842934071130147e+34	6.074232823722308
734	приращение_s функция_s	18	168.82091883569956	4.630738252081593	3.870120381407405	3.883164554081111e+34	13.060735218054976
962	эквивалентный_a уравнение_s	15	120.39757835865021	3.6935008051075764	3.2218110547561514	3.8782334750891902e+34	7.8573287789942725
213	преобразование_s плоскость_s	40	414.51031671464443	5.337816487894996	5.98438851173558	3.717560216946747e+34	25.804105605353882
82	при помощи_pr	69	1000.0	11.019691440826977	8.297920808625571	3.6278384222329517e+34	256.3573137107628
322	сила_s теорема_s	31	287.076577976346	4.583142442881782	5.062495761064065	3.57365779357998e+34	16.805209866636776
229	левый_a часть_s	38	551.1714300215244	7.997374418871805	6.111939658034517	3.5695023133227723e+34	66.24474675191536
272	коэффициент_s при_pr	34	291.0426149442792	4.101163675020208	5.0919067141743914	3.54421829237992e+34	14.302589471098575
138	элемент_s линейный_a	50	327.92273911088705	2.691534281811812	4.690079502274463	3.535518601542944e+34	8.082469494188913
363	необходимый_a условие_s	29	377.81312800198793	7.074383618555153	5.2982483244628416	3.5059358007374584e+34	41.70429053126119
592	дифференциал_s функция_s	21	184.36548026651144	4.23878436591579	4.0546008611461755	3.4441696438262553e+34	11.945279634743734
298	любой_a число_s	32	181.9309552386403	2.065369989744986	2.716893825836878	3.4349502321404568e+34	3.768681357399725
284	многочлен_s на_pr	33	203.3465639576316	2.4091625854429983	3.3920520876266442	3.3755059364575626e+34	5.300602131263068
187	значение_s функция_s	43	312.1185794249177	3.1907543956725184	4.9952758383212625	3.3731083438209695e+34	10.23442526047912
361	ж_part у_pr	29	324.75322902202606	5.895154135532661	5.188337391955417	3.370289949297171e+34	27.13844221471946
618	касательная_s к_pr	20	222.47681380063295	5.81964933098693	4.299897231154568	3.3308747537281267e+34	21.910393398106816
347	доказать_partcp теорема_s	30	275.31761484593153	4.528419256540942	4.960957330869066	3.3286145961107504e+34	16.15876255411414
86	по_pr теорема_s	67	505.15604216605425	3.377576085662966	6.472222059550563	3.312723351955098e+34	14.147407384140928
792	единичный_a матрица_s	17	171.23909831047058	5.109974801139694	3.8634046491639475	3.2415271932439374e+34	15.393792817756335
292	который_a в_pr	32	112.30261466652155	0.4552364327960855	-3.318259921024664	3.205884055806165e+34	-2.6343768736386597
552	л_sв_pr система_s	22	204.45521213114262	4.59891845592038	4.2693947664061795	3.194822158064131e+34	14.250172047027041
954	ненулевой_a вектор_s	15	154.49626737087965	5.2523385852961955	3.651959576380425	3.177025683783317e+34	15.287247097456113
516	нулевой_a элемент_s	23	243.51920815557241	5.480112367971485	4.562114401329467	3.1472955930863045e+34	20.66583063066562
111	квадратичный_a форма_s	58	771.9789346083999	7.258276438169519	7.507564977279811	3.091006670092546e+34	62.98340779555642
461	проходить_v через_pr	24	364.3372078463435	8.356313816907429	4.866462571530973	3.0251407580794546e+34	59.7326161856601
541	единственный_a решение_s	22	226.83112811297178	5.29473279194556	4.430493924400079	3.0048896028139633e+34	18.820728638884784
325	определитель_s матрица_s	30	259.73674539476633	4.173740867621762	4.8170731147792765	2.974085927218933e+34	13.87526955109432
260	каждый_a точка_s	35	244.90515588223934	3.0082511786056254	4.316650669459055	2.970715189132293e+34	8.301974915499686
73	множество_s весь_a	71	677.8857561722398	4.7608780585085935	7.750118343895531	2.951943446286877e+34	27.361473250770544
375	первый_a уравнение_s	28	173.2926843240857	2.429708880201042	3.155171457036089	2.951879289913768e+34	4.965673769640274
466	последовательность_s число_s	24	142.20609977841377	2.23826044966386	2.6404440884024565	2.919783647573606e+34	3.8888065126817914
258	выполняться_v неравенство_s	35	399.54873441159725	6.056562005670094	5.722735203150031	2.917421167315875e+34	31.655899700700093
222	поверхность_s второй_a	39	449.20708129554987	6.125671318019819	6.050450205902438	2.8854229770386024e+34	34.27999021110211
341	предел_s функция_s	30	229.89740448445082	3.4787351586365425	4.408510804572989	2.8845790915421755e+34	9.980247634506064
101	на_pr число_s	60	252.3221853673458	0.9789414593290543	-0.8025289769688875	2.873512354903558e+34	-0.7639302140260416
164	вектор_s на_pr	46	240.07856759428978	1.7292725711625574	2.332731583426616	2.8717515696865145e+34	2.880008832573057
878	переменный_a в_pr	16	72.02489197254181	1.194499312544665	0.19824012633433	2.839763380698666e+34	0.20334299700708164
349	десятичный_a дробь_s	29	431.0566375106573	8.224645660288239	5.346005160375572	2.835814687429811e+34	62.691619686866005
24	теорема_s доказать_partcp	135	1766.593008890748	6.698344257983255	11.375578854373726	2.829263813174521e+34	78.59996808546029
731	выбор_s базис_s	18	212.44120828062296	6.271790368979615	4.123202270035009	2.8173600935854846e+34	24.574276872422715
595	л_sв_pr вектор_s	21	194.65887302160263	4.588387788428211	4.168221151414366	2.7989305849087713e+34	13.861796666450674
67	т_s о_s	75	1159.2660924643278	8.442696176101059	8.60611249188175	2.7579834052687503e+34	108.84463018260787
50	уравнение_s иметь_v	88	591.7264697998762	2.7835275266148707	6.417222752362787	2.7470855447173046e+34	11.417140544166744
100	у_pr у_pr	60	552.5482487156987	4.5440010807023	7.023696298011416	2.7190036509804485e+34	23.001366094004457
445	согласно_pr задача_s	25	253.18114267289639	5.184060234164782	4.700830587485005	2.718107042997903e+34	19.217682227416763
300	что_s равный_a	32	323.54620587080717	5.180099662762179	5.317452228345086	2.688902722067648e+34	21.70870311754104
476	выражение_s для_pr	24	186.21827664971352	3.5450008812811418	3.9860045914959974	2.6490761201392136e+34	9.233390167260612
990	представить_partcp в	14	191.579130589962	7.41495213910647	3.6939653553277045	2.5927635981799687e+34	32.71914271803204
463	сколько_adv существовать_v	24	315.0562528297305	7.162431612943059	4.82459134936874	2.5677068191247835e+34	39.15268095486184
492	пусть_conj функция_s	24	188.4134101420641	3.610838694643888	4.026732096064192	2.532864871619651e+34	9.543017222810793
376	второй_a уравнение_s	28	164.19733114540577	2.1992250465110463	2.7850983418231134	2.5002271016422343e+34	4.0467323461413285
127	точка_s на_pr	51	243.39905302971601	1.4017858850259604	1.2623357941097242	2.498510178341956e+34	1.3912727834979604
383	порядок_s на_pr	28	164.11869518458843	2.197490108300576	2.7820824083526188	2.45892167949161e+34	4.039920342682427
526	значение_s в_pr	22	81.0617408901453	0.5893008725792492	-2.0909772672794595	2.451344096002971e+34	-1.7389837501999634
720	интегрирование_s по_pr	18	171.87824983894825	4.780855977383489	3.9069339843718325	2.442540398280388e+34	13.889102821634708
103	о_pr а_s	60	708.0215657278895	6.285656027643748	7.529988733528282	2.4325835448951756e+34	45.0948994330949
65	уравнение_s с_pr	77	473.11460668593645	2.3806386449777897	5.109689631786619	2.410909015123478e+34	7.906129703457834
72	для_pr который_a	72	524.6952571421862	3.1939440079041197	6.46831753809063	2.4070345248291746e+34	13.267081597500745
147	существовать_v такой_a	49	501.19748006761074	5.255541017334539	6.601409113685714	2.3776094146041547e+34	27.664446549151613
158	функция_s на_pr	47	226.29134722054005	1.43415501709475	1.3370400143885235	2.358906973966817e+34	1.4902318361583546
505	некоторый_a число_s	23	128.347280472517	1.9931479518273283	2.1754084622123826	2.3428266033263345e+34	2.942978342948789
685	неопределенный_a интеграл_s	19	250.35483027249575	7.181309623148747	4.293572049554086	2.3315976485678157e+34	35.07204990349922
315	доказательство_s теорема_s	31	258.69414154440165	3.963886764606748	4.791630118880254	2.3163544096842574e+34	12.833800585639812
373	во_pr второй_a	28	328.8477761372924	6.2859497475350565	5.143991623032355	2.315699986839591e+34	30.808996882584065
318	комплексный_a плоскость_s	31	305.15658561885357	5.004032035317846	5.19034696228816	2.283161426165912e+34	19.935441319596848
178	теорема_s если_conj	45	263.59628470242023	2.194212831875143	3.5196982765016354	2.28143169532557e+34	5.10522594993261
437	остаток_s от_pr	25	275.3382053375244	5.79515001952879	4.804133197685895	2.2739815481867397e+34	24.272785922055206
357	иметь_v в_pr	29	90.29305139183998	0.15211862396382245	-5.1565568347391215	2.272936917494963e+34	-3.685560427291583
550	непрерывный_a функция_s	22	171.7095362469554	3.580614772655756	3.8376226063852727	2.272909232242782e+34	9.000074024589159
645	обратный_a функция_s	19	153.8415472432971	3.781804226272589	3.669540491506031	2.2615021804505776e+34	9.22736143356412
641	сходиться_v если_conj	20	148.44279496371746	3.308934909240733	3.490543637865199	2.247399044028223e+34	7.450492733148177
876	сущность_s метод_s	16	249.51336885988712	8.56573495225583	3.977037368844618	2.229125909335785e+34	52.49027431791989
488	откуда_adv следовать_v	24	312.732205927372	7.120371008110155	4.822390700339561	2.209827158735414e+34	38.56848794457453
26	на_pr отрезок_s	131	1308.9385566338897	4.874219596789988	10.596627786054945	2.2084747501444373e+34	38.90974859264873
246	виде_pr где_adv	36	373.7819573134184	5.373838698048401	5.6852473288083765	2.194182987635206e+34	24.82220029852295
107	координатный_a представление_s	59	931.4427461102605	8.725456728104739	7.641672158508857	2.175351303688329e+34	106.59776405042516
679	основной_a матрица_s	19	170.08574710041285	4.37896393011111	3.90319569799333	2.1746722663539526e+34	12.071678647425943
540	вид_s в_pr	22	75.95424871891737	0.4135861905867307	-2.9693291260280246	2.1322390014922517e+34	-2.323575859712439
415	решение_s в_pr	26	82.64270191639662	0.20292448041925618	-4.53716556213642	2.124755440591335e+34	-3.3004670225145567
508	справедливый_a равенство_s	23	250.80350542068481	5.723722192106843	4.598427197460791	2.106854252681479e+34	22.665376696856917
153	угол_s между_pr	48	692.0655402690172	7.982920562671548	6.868633327620612	2.091028002574705e+34	74.07423873953974
102	по_pr определение_s	60	469.512682877481	3.582459037116019	6.339424349322645	2.069460507110455e+34	14.876858448659553
263	о_s а_s	35	439.3638299405575	6.827928715218699	5.802806500915691	2.0681891779896397e+34	41.93642043378347
574	результат_s задача_s	21	207.78875756263733	5.035207131143382	4.278580946913705	2.058192762315597e+34	16.61198522814233
406	элементарный_a преобразование_s	26	388.75421545654535	8.32557526399331	5.064445993253955	2.0494389178936044e+34	61.50401675863052
66	по_pr формула_s	76	713.2227376177907	4.632222844280975	7.9531287049717285	2.0489629188475998e+34	26.853729813839305
403	столбец_s матрица_s	27	218.4425020366907	3.7878918358704663	4.377842847006592	2.0417921867047732e+34	11.031696162867785
75	уравнение_s система_s	71	426.7271403670311	2.287756542382266	4.672526817563286	2.0107741283710516e+34	7.000693541438026
52	в_pr линейный_a	88	388.2200380265713	1.1166893230682216	-0.029158614152101765	1.9626109965840323e+34	-0.029113402391263567
677	общий_a уравнение_s	19	116.69491861015558	2.399534539721892	2.561892052678161	1.9602118958627335e+34	3.990013411411101
275	достаточно_adv чтобы_conj	34	491.92232087254524	8.049672615904994	5.7830832249682995	1.9537061199194277e+34	63.82686176856306
478	записать_v в	24	279.22418900579214	6.220574093939618	4.7560798759307366	1.9393923002228142e+34	27.84751387359595
62	число_s называться_v	82	526.3910357877612	2.5677017475249984	5.732950129142281	1.9393558041648594e+34	9.464624311906865
545	качестве_pr пример_s	22	288.7890919223428	7.191042735060584	4.620593067469423	1.9390410237570383e+34	37.87085383453755
708	порядок_s в_pr	18	64.62942603975534	0.5189842446823683	-2.1977355911674086	1.8974048587919166e+34	-1.783766267625991
206	так_adv чтобы_conj	40	561.1117712855339	7.769564696712259	6.261508558902119	1.8925528750801204e+34	62.71372322615964
228	каждый_a элемент_s	38	320.715808801353	4.032901298044587	5.3452471847570475	1.8925118908822437e+34	14.663158077347635
