	freq	ngram	freq_ref	ngram_ref	ref size	math size	e1	e2	g2
262	35	диагональный_a вид_s	31	представление_s о_pr	2332884	1500982	25.83940388109548	40.16059611890452	5.189576580116068
260	35	каждый_a точка_s	31	считать_v что_conj	2332884	1500982	25.83940388109548	40.16059611890452	5.189576580116068
259	35	быть_v иметь_v	31	в_pr ядро_s	2332884	1500982	25.83940388109548	40.16059611890452	5.189576580116068
258	35	выполняться_v неравенство_s	31	по_pr причина_s	2332884	1500982	25.83940388109548	40.16059611890452	5.189576580116068
257	35	в_pr задача_s	31	более_adv высокий_a	2332884	1500982	25.83940388109548	40.16059611890452	5.189576580116068
256	35	число_s являться_v	31	превращаться_v в_pr	2332884	1500982	25.83940388109548	40.16059611890452	5.189576580116068
261	35	матрица_s называться_v	31	показать_v что_conj	2332884	1500982	25.83940388109548	40.16059611890452	5.189576580116068
205	40	что_conj из_pr	37	вещество_s который_a	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
207	40	решение_s задача_s	37	головной_a мозг_s	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
204	40	так_adv чтобы_conj	37	входить_v в_pr	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
210	40	если_conj для_pr	37	такой_a как_conj	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
209	40	через_pr точка_s	37	группа_s кровь_s	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
208	40	с_pr один_a	37	жизнь_s на_pr	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
206	40	пусть_part в_pr	37	входить_partcp в_pr	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
203	40	по_pr модуль_s	37	во_pr многий_a	2332884	1500982	30.14597119461139	46.85402880538861	5.153440852396983
272	34	коэффициент_s при_pr	30	считаться_v что_conj	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
280	34	уравнение_s порядок_s	30	моль_s моль_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
273	34	достаточный_a условие_s	30	свой_a очередь_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
274	34	алгебраический_a уравнение_s	30	в отличие	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
271	34	число_s делиться_v	30	к_pr он	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
270	34	прямой_a на_pr	30	в_pr биосфера_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
277	34	при_pr переход_s	30	видовой_a богатство_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
278	34	канонический_a вид_s	30	кислота_s в_pr	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
279	34	в_pr область_s	30	в_pr уравнение_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
281	34	интегрировать_partcp на_pr	30	энтальпия_s связь_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
276	34	уравнение_s на_pr	30	друг_s друг_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
282	34	в_pr евклидов_a	30	другой_a слово_s	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
275	34	достаточно_adv чтобы_conj	30	отличие от_pr	2332884	1500982	25.056391642274402	38.943608357725594	5.100710336556363
216	39	решить_v система_s	36	у_pr животное_s	2332884	1500982	29.36295895579032	45.63704104420968	5.0601037772823965
215	39	число_s равный_a	36	в_pr форма_s	2332884	1500982	29.36295895579032	45.63704104420968	5.0601037772823965
214	39	значение_s функция_s	36	в_pr каждый_a	2332884	1500982	29.36295895579032	45.63704104420968	5.0601037772823965
289	33	функция_s переменный_a	29	популяция_s человек_s	2332884	1500982	24.27337940345333	37.726620596546674	5.0123347710777395
288	33	к_pr нуль_s	29	в_pr направление_s	2332884	1500982	24.27337940345333	37.726620596546674	5.0123347710777395
287	33	обратный_a матрица_s	29	иммунный_a система_s	2332884	1500982	24.27337940345333	37.726620596546674	5.0123347710777395
286	33	строка_s столбец_s	29	в_pr живой_a	2332884	1500982	24.27337940345333	37.726620596546674	5.0123347710777395
285	33	расстояние_s от_pr	29	белковый_a молекула_s	2332884	1500982	24.27337940345333	37.726620596546674	5.0123347710777395
290	33	тензор_s тип_s	29	однако_conj в_pr	2332884	1500982	24.27337940345333	37.726620596546674	5.0123347710777395
230	38	число_s быть_v	35	заключаться_v в_pr	2332884	1500982	28.579946716969243	44.42005328303076	4.9669377642756345
226	38	цепной_a дробь_s	35	обмен_s вещество_s	2332884	1500982	28.579946716969243	44.42005328303076	4.9669377642756345
227	38	состоять_partcp из_pr	35	сравнение_s с_pr	2332884	1500982	28.579946716969243	44.42005328303076	4.9669377642756345
228	38	каждый_a элемент_s	35	в_pr пространство_s	2332884	1500982	28.579946716969243	44.42005328303076	4.9669377642756345
229	38	левый_a часть_s	35	со_pr время_s	2332884	1500982	28.579946716969243	44.42005328303076	4.9669377642756345
231	38	в_pr данный_a	35	квантовый_a число_s	2332884	1500982	28.579946716969243	44.42005328303076	4.9669377642756345
310	32	тогда_adv для_pr	28	активный_a вещество_s	2332884	1500982	23.490367164632254	36.509632835367746	4.924499090707583
309	32	сложный_a функция_s	28	молекула_s в_pr	2332884	1500982	23.490367164632254	36.509632835367746	4.924499090707583
308	32	дифференцировать_partcp в_pr	28	эукариотный_a клетка_s	2332884	1500982	23.490367164632254	36.509632835367746	4.924499090707583
307	32	в_pr окрестность_s	28	современный_a человек_s	2332884	1500982	23.490367164632254	36.509632835367746	4.924499090707583
246	36	виде_pr где_adv	33	энтальпия_s образование_s	2332884	1500982	27.01392223932709	41.986077760672906	4.781178495081987
245	36	он иметь_v	33	пример_s в_pr	2332884	1500982	27.01392223932709	41.986077760672906	4.781178495081987
347	30	доказать_partcp теорема_s	26	взаимодействовать_v с_pr	2332884	1500982	21.924342686990105	34.0756573130099	4.750679498275106
348	30	направленный_a отрезок_s	26	домашний_a животное_s	2332884	1500982	21.924342686990105	34.0756573130099	4.750679498275106
266	34	бы_adv один_a	31	электрический_a ток_s	2332884	1500982	25.447897761684942	39.55210223831506	4.596300544821066
269	34	доказать_v что_s	31	в думать_v	2332884	1500982	25.447897761684942	39.55210223831506	4.596300544821066
268	34	в_pr результат_s	31	г_s г_s	2332884	1500982	25.447897761684942	39.55210223831506	4.596300544821066
267	34	из_pr равенство_s	31	степень_s диссоциация_s	2332884	1500982	25.447897761684942	39.55210223831506	4.596300544821066
284	33	многочлен_s на_pr	30	раствор_s электролит_s	2332884	1500982	24.664885522863866	38.33511447713613	4.5042445981596
283	33	случай_s когда_conj	30	молярный_a концентрация_s	2332884	1500982	24.664885522863866	38.33511447713613	4.5042445981596
302	32	умножение_s на_pr	29	в_pr периодический_a	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
306	32	матрица_s квадратичный_a	29	г г	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
304	32	получать_v что_conj	29	валентный_a электрон_s	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
303	32	замена_s переменный_a	29	протекание_s реакция_s	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
305	32	множество_s решение_s	29	образование_s связь_s	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
301	32	сумма_s ряд_s	29	реагент_s продукт_s	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
299	32	что_conj весь_a	29	о_pr что_conj	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
291	32	из_pr элемент_s	29	говорить_v о_pr	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
298	32	любой_a число_s	29	проявляться_v в_pr	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
297	32	иметь_v решение_s	29	раствор_s в_pr	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
296	32	положительный_a число_s	29	растение_s в_pr	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
295	32	деление_s на_pr	29	молекулярный_a масса_s	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
294	32	число_s фибоначчи_s	29	состоять_partcp из_pr	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
300	32	что_s равный_a	29	хлорид_s натрий_s	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
293	32	в_pr он	29	в_pr данный_a	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
292	32	который_a в_pr	29	клеточный_a стенка_s	2332884	1500982	23.88187328404279	37.11812671595721	4.412477543929558
318	31	комплексный_a плоскость_s	28	при_pr который_a	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
323	31	глава_s линейный_a	28	кислота_s основание_s	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
322	31	сила_s теорема_s	28	в_pr соединение_s	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
321	31	алгебра_s аналитический_a	28	в_pr атом_s	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
320	31	координатный_a форма_s	28	химический_a соединение_s	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
319	31	теорема_s теорема_s	28	характерный_a для_pr	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
311	31	для_pr некоторый_a	28	в_pr естественный_a	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
316	31	координата_s в_pr	28	хромосома_s в_pr	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
315	31	доказательство_s теорема_s	28	он называть_v	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
314	31	точка_s плоскость_s	28	другой_a организм_s	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
313	31	для_pr весь_a	28	некоторый_a другой_a	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
312	31	пусть_part тогда_adv	28	что_conj при_pr	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
317	31	на_pr множитель_s	28	миллион_s год_s	2332884	1500982	23.098861045221717	35.90113895477828	4.3210288093909845
336	30	с_pr он	27	в_pr конец_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
338	30	признак_s делимость_s	27	в_pr северный_a	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
339	30	сводиться_v к_pr	27	борьба_s за_pr	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
340	30	лежать_partcp на_pr	27	для_pr чтобы_conj	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
345	30	оператор_s иметь_v	27	часто_adv все_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
342	30	решение_s однородный_a	27	обратимый_a реакция_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
343	30	пространство_s в_pr	27	окисление_s элемент_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
344	30	с_pr матрица_s	27	окислительно-восстановительный_a реакция_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
346	30	і_і і_і	27	парциальный_a давление_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
337	30	в_pr общий_a	27	о в_pr	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
341	30	предел_s функция_s	27	твердый_a вещество_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
335	30	являться_v решение_s	27	различие_s между_pr	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
329	30	число_s который_a	27	участие_s в_pr	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
324	30	доказательство_s пусть_part	27	деятельность_s человек_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
325	30	определитель_s матрица_s	27	биологически_adv активный_a	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
327	30	из_pr число_s	27	у_pr который_a	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
328	30	от_pr выбор_s	27	который_a иметь_v	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
326	30	матрица_s система_s	27	который_a являться_v	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
330	30	равный_a сумма_s	27	закон_s термодинамика_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
331	30	прямой_a в_pr	27	существовать_v в_pr	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
332	30	который_a являться_v	27	клетка_s мочь_v	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
333	30	частичный_a сумма_s	27	система_s в_pr	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
334	30	найти_v весь_a	27	в_pr цитоплазма_s	2332884	1500982	22.31584880640064	34.68415119359936	4.229931960899602
357	29	иметь_v в_pr	26	концентрация_s ион_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
364	29	матрица_s грам_s	26	показывать_v что_conj	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
363	29	необходимый_a условие_s	26	питательный_a вещество_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
362	29	тогда_adv из_pr	26	у_pr многий_a	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
361	29	ж_part у_pr	26	генетический_a разнообразие_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
360	29	уравнение_s вид_s	26	значение_s в_pr	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
359	29	к_pr базис_s	26	первую очередь_adv	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
358	29	от_pr точка_s	26	в первую	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
356	29	а также_conj	26	из_pr клетка_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
354	29	утверждение_s теорема_s	26	численность_s популяция_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
353	29	что_conj тогда_adv	26	в_pr условие_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
352	29	при_pr весь_a	26	составной_a часть_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
351	29	число_s вид_s	26	использовать_v для_pr	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
350	29	отличный_a от_pr	26	другой_a вещество_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
349	29	десятичный_a дробь_s	26	с_pr учет_s	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
355	29	иметь_v корень_s	26	энергия_s который_a	2332884	1500982	21.532836567579565	33.467163432420435	4.139225458535847
381	28	базис_s иметь_v	25	кислород_s в_pr	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
378	28	решение_s неоднородный_a	25	поток_s вещество_s	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
377	28	в_pr плоскость_s	25	использоваться_v для_pr	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
376	28	второй_a уравнение_s	25	вид_s растение_s	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
375	28	первый_a уравнение_s	25	в_pr система_s	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
374	28	квадратный_a трехчлен_s	25	основной_a тип_s	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
373	28	во_pr второй_a	25	во_pr второй_a	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
384	28	линейный_a функционал_s	25	в_pr его_a	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
382	28	стационарный_a точка_s	25	тип_s питание_s	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
380	28	на_pr ось_s	25	в_pr себ	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
383	28	порядок_s на_pr	25	органический_a соединение_s	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
379	28	вопрос_s какой_a	25	в_pr определенный_a	2332884	1500982	20.74982432875849	32.25017567124151	4.048953582171473
402	27	от_pr один_a	24	прежде всего_adv	2332884	1500982	19.966812089937417	31.033187910062583	3.95916757622871
403	27	столбец_s матрица_s	24	животное_s в_pr	2332884	1500982	19.966812089937417	31.033187910062583	3.95916757622871
404	27	в_pr нелинейный_a	24	вид_s мочь_v	2332884	1500982	19.966812089937417	31.033187910062583	3.95916757622871
370	28	весь_a точка_s	26	обратный_a реакция_s	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
372	28	общий_a случай_s	26	стандартный_a потенциал_s	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
369	28	доказать_v неравенство_s	26	электронный_a пара_s	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
368	28	от_pr деление_s	26	серный_a кислота_s	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
371	28	считать_v что_conj	26	константа_s скорость_s	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
365	28	основной_a теорема_s	26	в_pr общий_a	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
366	28	точка_s множество_s	26	большой_a количество_s	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
367	28	область_s значение_s	26	строение_s атом_s	2332884	1500982	21.14133044816903	32.85866955183097	3.560384969771574
395	27	на_pr вектор_s	25	привести_v пример_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
401	27	полярный_a система_s	25	π_π связь_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
400	27	фундаментальный_a система_s	25	следующий_a образ_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
398	27	матрица_s размер_s	25	такой_a реакция_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
397	27	произведение_s матрица_s	25	на_pr протяжение_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
396	27	при_pr решение_s	25	биосфера_s в_pr	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
399	27	иметь_v единственный_a	25	порядковый_a номер_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
394	27	второй_a род_s	25	что_conj он	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
392	27	формула_s тейлор_s	25	позвоночный_a животное_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
391	27	что_conj уравнение_s	25	многий_a вид_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
390	27	что_conj он	25	известно_adv что_conj	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
389	27	б_part доказать_v	25	что_conj для_pr	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
388	27	число_s от_pr	25	клетка_s организм_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
387	27	который_a можно_adv	25	ген_s в_pr	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
386	27	график_s функция_s	25	в_pr сравнение_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
385	27	в_pr первый_a	25	белок_s в_pr	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
393	27	геометрический_a смысл_s	25	слабый_a кислота_s	2332884	1500982	20.358318209347953	31.641681790652047	3.4667796146599272
423	26	являться_v линейный_a	24	по отношению	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
419	26	наибольший_a наименьший_a	24	большой_a значение_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
420	26	функция_s при_pr	24	в_pr отряд_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
421	26	линейный_a операция_s	24	в_pr ряд_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
422	26	элемент_s матрица_s	24	трофический_a уровень_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
428	26	линейный_a оболочка_s	24	благородный_a металл_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
424	26	неоднородный_a система_s	24	отношению к_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
425	26	к_pr другой_a	24	углерод_s в_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
426	26	условный_a экстремум_s	24	по сравнению	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
427	26	экстремум_s функция_s	24	сравнению с_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
417	26	из_pr уравнение_s	24	быть_v в_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
418	26	что_conj функция_s	24	понятие_s о_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
412	26	если_conj число_s	24	один_a моль_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
416	26	стремиться_v к_pr	24	генетический_a информация_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
410	26	в_pr правый_a	24	млрд год_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
415	26	часть_s равенство_s	24	последовательность_s нуклеотид_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
406	26	ни_part один_a	24	до_pr процент-знак_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
407	26	любой_a элемент_s	24	экосистема_s в_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
409	26	по_pr правило_s	24	содержаться_partcp в_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
408	26	область_s определение_s	24	в_pr эволюция_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
411	26	пара_s число_s	24	содержание_s в_pr	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
405	26	элементарный_a преобразование_s	24	в_pr история_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
413	26	выполняться_v равенство_s	24	который_a он	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
414	26	решение_s в_pr	24	высокий_a температура_s	2332884	1500982	19.575305970526877	30.424694029473123	3.373402518188266
451	25	уравнение_s который_a	23	около_pr вид_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
446	25	согласно_pr задача_s	23	между_pr он	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
447	25	по_pr условие_s	23	обитать_partcp в_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
448	25	задача_s показать_v	23	днк_s в_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
449	25	пусть_part дан_s	23	вещество_s с_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
450	25	в_pr матричный_a	23	нуклеотид_s в_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
456	25	некоторый_a окрестность_s	23	газ_s при_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
452	25	допустимый_a значение_s	23	процесс_s в_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
453	25	бесконечно_adv большой_a	23	участвовать_partcp в_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
454	25	дифференцировать_partcp на_pr	23	в_pr место_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
455	25	признак_s сравнение_s	23	при_pr образование_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
457	25	самосопряженный_a оператор_s	23	отбор_s в_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
443	25	корень_s многочлен_s	23	неорганический_a вещество_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
444	25	операция_s сложение_s	23	внутренний_a мембрана_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
445	25	начальный_a условие_s	23	в_pr основное_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
442	25	если_conj при_pr	23	составлять_v в_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
435	25	представить_v в	23	человек_s на_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
441	25	как_conj в_pr	23	информация_s о_pr	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
430	25	множество_s если_conj	23	живой_a материя_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
431	25	весь_a элемент_s	23	молекулярный_a биология_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
433	25	определение_s функция_s	23	важный_a роль_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
434	25	число_s мочь_v	23	поток_s энергия_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
432	25	взаимно_adv простой_a	23	в_pr современный_a	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
436	25	точка_s пересечение_s	23	по_pr свой_a	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
437	25	при_pr условие_s	23	в_pr более_adv	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
438	25	последовательность_s число_s	23	у_pr он	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
439	25	остаток_s от_pr	23	внешний_a фактор_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
440	25	отсюда_adv следовать_v	23	второй_a закон_s	2332884	1500982	18.792293731705804	29.207706268294196	3.2802822438776484
485	24	пространство_s называться_v	22	соединение_s с_pr	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
478	24	записать_v в	22	биологический_a вид_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
479	24	необходимый_a достаточно_adv	22	очень_adv большой_a	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
480	24	поскольку_conj в_pr	22	эволюция_s популяция_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
481	24	высший_a математика_s	22	только_part один_a	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
482	24	алгебраический_a дробь_s	22	другой_a элемент_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
483	24	координата_s вектор_s	22	один_a молекула_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
484	24	решение_s линейный_a	22	образовываться_v в_pr	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
492	24	пусть_conj функция_s	22	друг_s в_pr	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
486	24	проекция_s вектор_s	22	аминокислота_s в_pr	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
487	24	с_pr переменный_a	22	с_pr большой_a	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
488	24	откуда_adv следовать_v	22	молекула_s который_a	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
489	24	пго_s порядок_s	22	набор_s хромосома_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
490	24	вопрос_s как_adv	22	половой_a размножение_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
491	24	определить_partcp в_pr	22	он являться_v	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
493	24	замена_s базис_s	22	в_pr почва_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
494	24	эрмитов_a оператор_s	22	вещество_s при_pr	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
477	24	перейти_v к_pr	22	организм_s человек_s	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
476	24	выражение_s для_pr	22	очевидно_adv что_conj	2332884	1500982	18.00928149288473	27.99071850711527	3.187452330054658
515	23	условие_s теорема_s	21	учебный_a пособие_s	2332884	1500982	17.226269254063652	26.773730745936348	3.094952422601626
516	23	нулевой_a элемент_s	21	материал_s для_pr	2332884	1500982	17.226269254063652	26.773730745936348	3.094952422601626
517	23	непрерывность_s функция_s	21	для_pr многий_a	2332884	1500982	17.226269254063652	26.773730745936348	3.094952422601626
