	freq	pmi	quadgram	t-score	z-score
53	13	22.886100235905225	наибольший_a наименьший_a значение_s функция_s	9.956038557004226e-05	9.956038557004226e-05
760	4	22.884045478202577	доказать_partcp л_sв_pr евклидов_a пространство_s	3.0633964783344404e-05	3.0633964783344404e-05
180	7	22.879120899373195	а_s т_s о_s рассмотреть_v	5.36094383395816e-05	5.36094383395816e-05
634	4	22.876952723051538	о_pr вычисление_s о_pr вычисление_s	3.063396475758844e-05	3.063396475758844e-05
494	4	22.819726204346047	найти_v наибольший_a наименьший_a значение_s	3.063396454508344e-05	3.063396454508344e-05
205	6	22.801953577040717	полный_a система_s вычет_s по_pr	4.5950946716028955e-05	4.5950946716028955e-05
566	4	22.77312213396907	м получить_v таким образом_adv	3.0633964365686864e-05	3.0633964365686864e-05
984	3	22.761472825834236	записать_v в виде_pr отсюда_adv	2.2975473239948723e-05	2.2975473239948723e-05
817	3	22.760070530270262	из_pr город_s в_pr город_s	2.297547323579914e-05	2.297547323579914e-05
196	7	22.749773095042254	оператор_s действовать_partcp в_pr унитарный_a	5.360943747880873e-05	5.360943747880873e-05
152	7	22.719962607180417	быть_v представить_partcp в виде_pr	5.3609437269244774e-05	5.3609437269244774e-05
243	6	22.711116496591213	тогда_adv из_pr нризнак_s сравнение_s	4.595094617676001e-05	4.595094617676001e-05
212	6	22.707394286633885	остаток_s от_pr деление_s многочлен_s	4.5950946153930105e-05	4.5950946153930105e-05
287	6	22.705480236483748	диагональный_a вид_s квадратичный_a функционал_s	4.595094614216747e-05	4.595094614216747e-05
653	4	22.693063025526925	курс_s математический_a анализ_s в_pr	3.0633964043652216e-05	3.0633964043652216e-05
945	3	22.6693593972743	весь_a сторона_s весь_a диагональ_s	2.297547295861924e-05	2.297547295861924e-05
941	3	22.660515254327013	принимать_v только_part положительный_a значение_s	2.2975472930650644e-05	2.2975472930650644e-05
246	6	22.65646842454514	из_pr отрезок_s лежать_v бесконечный_a	4.595094583559144e-05	4.595094583559144e-05
197	7	22.652585176347763	действовать_partcp в_pr унитарный_a пространство_s	5.360943677932844e-05	5.360943677932844e-05
985	3	22.635888083960925	во_pr весь_a остальной_a случай_s	2.2975472851860504e-05	2.2975472851860504e-05
730	4	22.616227143385007	указать_partcp в_pr формулировка_s теорема_s	3.063396371731501e-05	3.063396371731501e-05
572	4	22.57594686080819	если_conj хотя бы_adv один_a	3.063396353916513e-05	3.063396353916513e-05
675	4	22.556952341952766	т_s о_s так как_conj	3.063396345341553e-05	3.063396345341553e-05
993	3	22.529162408045245	обозначить_v через_pr разность_s тогда_adv	2.297547249443082e-05	2.297547249443082e-05
64	12	22.520917384736403	мочь_v быть_v записать_partcp в	9.190188986280742e-05	9.190188986280742e-05
610	4	22.51792704220207	о_pr другой_a метод_s интегральный_a	3.063396327365555e-05	3.063396327365555e-05
257	6	22.46447548004422	е_s исследовать_v на_pr сходимость_s	4.595094452912857e-05	4.595094452912857e-05
835	3	22.46310320648501	весь_a зоопарк_s где_adv быть_v	2.2975472259575365e-05	2.2975472259575365e-05
98	9	22.449249172843572	лежать_v на_pr один_a прямая_s	6.892641662682647e-05	6.892641662682647e-05
256	6	22.431330137593434	являться_v точка_s локальный_a экстремум_s	4.595094428545404e-05	4.595094428545404e-05
232	6	22.43046104143939	умножить_v разделить_v на_pr один_a	4.5950944278989086e-05	4.5950944278989086e-05
850	3	22.420808168365287	представимый_a в виде_pr сумма_s	2.2975472103460843e-05	2.2975472103460843e-05
223	6	22.26623790942448	операция_s сложение_s умножение_s на_pr	4.595094298474741e-05	4.595094298474741e-05
577	4	22.251602915227068	неравенство_s умножить_v разделить_v на_pr	3.063396190806601e-05	3.063396190806601e-05
627	4	22.23923621092502	второй_a порядок_s геометрический_a смысл_s	3.0633961838323814e-05	3.0633961838323814e-05
694	4	22.236653923745642	расходиться_v о_pr а_s а_s	3.063396182368536e-05	3.063396182368536e-05
791	3	22.207621205862193	число_s комплексно_adv сопряженный_a число_s	2.297547124296672e-05	2.297547124296672e-05
304	5	22.201280287479758	индукция_s в_pr геометрия_s комбинаторика_s	3.829245202562414e-05	3.829245202562414e-05
426	5	22.188514188123047	доказать_partcp глава_s линейный_a зависимость_s	3.829245193242354e-05	3.829245193242354e-05
967	3	22.176258948757297	последовательность_s ряд_s конечный_a разность_s	2.2975471105303988e-05	2.2975471105303988e-05
922	3	22.172553365796276	необходимый_a достаточный_a условие_s для_pr	2.2975471088839985e-05	2.2975471088839985e-05
151	7	22.172153104876728	мочь_v быть_v представить_partcp в	5.360943253647119e-05	5.360943253647119e-05
432	5	22.152062522761575	в_pr некоторый_a ортонормиро_s прил_s	3.829245166171869e-05	3.829245166171869e-05
986	3	22.150613696233673	тот_a монета_s у_pr который_a	2.2975470990490288e-05	2.2975470990490288e-05
41	14	22.13792239684402	расстояние_s от_pr точка_s до_pr	0.00010721886435358934	0.00010721886435358934
431	5	22.11130230494072	квадратичный_a функционал_s к_pr диагональный_a	3.829245135080519e-05	3.829245135080519e-05
37	15	22.09984767198917	прикладной_a задача_s линейный_a алгебра_s	0.00011487735378551388	0.00011487735378551388
263	6	22.089906448846957	доказательство_s доказать_v необходимость_s пусть_part	4.5950941420860754e-05	4.5950941420860754e-05
558	4	22.08813794086231	дробь_s к_pr общий_a знаменатель_s	3.063396093612504e-05	3.063396093612504e-05
524	4	22.062512782328113	лежать_partcp на_pr один_a прямая_s	3.063396077352671e-05	3.063396077352671e-05
799	3	22.0588271536999	о справедливость_s для_pr утверждение_s	2.2975470562426474e-05	2.2975470562426474e-05
584	4	22.018293735301683	векторный_a смешанный_a произведение_s вектор_s	3.063396048606317e-05	3.063396048606317e-05
616	4	21.993397624874603	свести_v дифференциальный_a уравнение_s порядок_s	3.0633960320296906e-05	3.0633960320296906e-05
507	4	21.979900784643004	ответ_s указание_s решение_s глава_s	3.063396022922768e-05	3.063396022922768e-05
247	6	21.954985919917817	отрезок_s лежать_v бесконечный_a число_s	4.595094008829221e-05	4.595094008829221e-05
696	4	21.95061862425054	е_s найти_v область_s сходимость_s	3.063396002869395e-05	3.063396002869395e-05
510	4	21.9418888274249	можно_adv разбить_v на_pr пара_s	3.063395996811761e-05	3.063395996811761e-05
90	10	21.93015898978126	порядок_s с_pr постоянный_a коэффициент_s	7.65848997153615e-05	7.65848997153615e-05
236	6	21.929281141658628	в знать_v в_pr чем_conj	4.595093981997447e-05	4.595093981997447e-05
168	7	21.904874229588557	расстояние_s от_pr который_a до_pr	5.360942948753166e-05	5.360942948753166e-05
943	3	21.903247816747225	при помощи_pr комплексный_a число_s	2.2975469771655227e-05	2.2975469771655227e-05
701	4	21.89057676728598	интеграл_s по_pr длина_s дуга_s	3.0633959604556206e-05	3.0633959604556206e-05
310	5	21.887345661718154	где_adv произвольный_a целое_s число_s	3.829244947653401e-05	3.829244947653401e-05
230	6	21.885409429815446	называться_v область_s допустимый_a значение_s	4.595093935083345e-05	4.595093935083345e-05
971	3	21.85152224879566	найти_v формула_s го_s член_s	2.297546948928457e-05	2.297546948928457e-05
950	3	21.850219962367884	степень_s точка_s относительно_pr окружность_s	2.2975469482043895e-05	2.2975469482043895e-05
359	5	21.817826060291146	дифференциальный_a уравнение_s пго_s порядок_s	3.829244883302539e-05	3.829244883302539e-05
129	8	21.817286770414704	пусть_part например_adv дать_partcp неравенство_s	6.1267918124658e-05	6.1267918124658e-05
811	3	21.790041978031006	представить_v в виде_pr сумма_s	2.2975469140225568e-05	2.2975469140225568e-05
430	5	21.782428887536774	квадратичный_a функционал_s иметь_v диагональный_a	3.8292448493262384e-05	3.8292448493262384e-05
453	4	21.753466096814027	утверждение_s верно_adv для_pr весь_a	3.0633958567193675e-05	3.0633958567193675e-05
177	7	21.749240616826285	а_s т_s о_s пусть_part	5.360942743385578e-05	5.360942743385578e-05
225	6	21.728325387053363	элемент_s поставить_partcp в_pr соответствие_s	4.595093754907932e-05	4.595093754907932e-05
71	11	21.720767506984767	исследовать_v на_pr сходимость_s ряд_s	8.424338533846635e-05	8.424338533846635e-05
103	9	21.719444182765443	прямой_a проходить_partcp через_pr точка_s	6.892640616185083e-05	6.892640616185083e-05
130	8	21.71597815699148	качестве_pr пример_s решить_v уравнение_s	6.126791653195349e-05	6.126791653195349e-05
693	4	21.695633107850874	последовательность_s частичный_a сумма_s ряд_s	3.063395809919725e-05	3.063395809919725e-05
76	11	21.69020967579619	переход_s от_pr один_a ортонормированный_a	8.424338464943482e-05	8.424338464943482e-05
979	3	21.68204518196313	номер_s из_pr второй_a группа_s	2.2975468489869318e-05	2.2975468489869318e-05
762	4	21.67190001739136	к_pr канонический_a диагональный_a вид_s	3.0633957901648664e-05	3.0633957901648664e-05
532	4	21.66963764810327	система_s представимый_a в виде_pr	3.063395788264703e-05	3.063395788264703e-05
459	4	21.659218671869414	доказать_v что_conj найтись_v фигура_s	3.0633957794752435e-05	3.0633957794752435e-05
362	5	21.64404008112551	пример_s исследовать_v на_pr сходимость_s	3.829244708195545e-05	3.829244708195545e-05
873	3	21.640166529612102	представить_v в виде_pr где_adv	2.2975468224283123e-05	2.2975468224283123e-05
782	3	21.629081196489782	тот_a только_part тот_a элемент_s	2.2975468152682096e-05	2.2975468152682096e-05
62	12	21.628647541940904	остаток_s от_pr деление_s на_pr	9.190187259947957e-05	9.190187259947957e-05
731	4	21.603504083287834	тип_s линия_s второй_a порядок_s	3.063395731381766e-05	3.063395731381766e-05
570	4	21.590201186200687	качестве_pr пример_s решить_v система_s	3.063395719621254e-05	3.063395719621254e-05
81	10	21.584866178496714	при_pr какой_a значение_s параметр_s	7.658489287185642e-05	7.658489287185642e-05
700	4	21.581626526396832	криволинейный_a интеграл_s по_pr длина_s	3.063395711983092e-05	3.063395711983092e-05
615	4	21.575915994492963	однородный_a дифференциальный_a уравнение_s го_s	3.063395706871004e-05	3.063395706871004e-05
198	7	21.562259044244545	прил_s свойство_s поверхность_s второй_a	5.3609424654850375e-05	5.3609424654850375e-05
72	11	21.55614144608447	бесконечно_adv малый_a функция_s при_pr	8.424338144781859e-05	8.424338144781859e-05
110	9	21.5260674450424	корень_s привести_partcp квадратный_a уравнение_s	6.892640238097328e-05	6.892640238097328e-05
454	4	21.507990062364538	верно_adv для_pr весь_a натуральный_a	3.063395644485946e-05	3.063395644485946e-05
397	5	21.460852870241474	свойство_s пусть_conj функция_s интегрировать_partcp	3.8292444992934e-05	3.8292444992934e-05
485	4	21.457592343548942	в_pr двоичный_a система_s счисление_s	3.063395596263714e-05	3.063395596263714e-05
498	4	21.426600387439528	касательная_s к_pr график_s функция_s	3.0633955657621535e-05	3.0633955657621535e-05
842	3	21.413170499867796	ни_conj на_pr ни_part на_pr	2.2975466642549396e-05	2.2975466642549396e-05
789	3	21.32483681973405	наибольший_a общий_a делитель_s число_s	2.2975465956550785e-05	2.2975465956550785e-05
579	4	21.323660734212716	пример_s решить_v уравнение_s сначала_adv	3.063395459617468e-05	3.063395459617468e-05
563	4	21.296168854424685	член_s из_pr левый_a часть_s	3.063395429964625e-05	3.063395429964625e-05
338	5	21.29058756511189	обращать_v уравнение_s в_pr верный_a	3.8292442798441426e-05	3.8292442798441426e-05
496	4	21.290179310643634	переписать_v уравнение_s в виде_pr	3.063395423428974e-05	3.063395423428974e-05
442	5	21.277593404845433	поверхность_s задавать_partcp в_pr некоторый_a	3.829244262008494e-05	3.829244262008494e-05
59	13	21.26614176871654	свойство_s линия_s второй_a порядок_s	9.956035040006568e-05	9.956035040006568e-05
139	8	21.262918354616918	а_s т_s о_s по_pr	6.126790786674506e-05	6.126790786674506e-05
138	8	21.2242992360632	содержать_v бесконечный_a число_s элемент_s	6.126790699445535e-05	6.126790699445535e-05
209	6	21.17752392580578	число_s представимый_a в виде_pr	4.595092942964351e-05	4.595092942964351e-05
690	4	21.127531585749082	частный_a производная_s второй_a порядок_s	3.0633952351702154e-05	3.0633952351702154e-05
586	4	21.09078791716965	определенный_a интеграл_s его_a свойство_s	3.0633951896207924e-05	3.0633951896207924e-05
120	9	21.082014475315795	теорема_s при_pr аффинный_a преобразование_s	6.892639151787259e-05	6.892639151787259e-05
687	4	21.07976859419737	с_pr переменный_a верхний_a предел_s	3.0633951757329865e-05	3.0633951757329865e-05
849	3	21.069670657233594	бесконечность_s множество_s простой_a число_s	2.2975463721847037e-05	2.2975463721847037e-05
578	4	21.043552815019982	пример_s решить_v нелинейный_a уравнение_s	3.0633951293352823e-05	3.0633951293352823e-05
545	4	21.020187569772833	от_pr выбор_s базис_s доказательство_s	3.063395098776912e-05	3.063395098776912e-05
69	11	21.017762293706895	в виде_pr линейный_a комбинация_s	8.424336512835531e-05	8.424336512835531e-05
455	4	21.008132729852207	мочь_v быть_v единственный_a образ_s	3.0633950828163176e-05	3.0633950828163176e-05
176	7	20.971947911996534	лежать_v бесконечный_a число_s элемент_s	5.360941309672946e-05	5.360941309672946e-05
707	4	20.97106056380648	зависимый_a тогда_adv только_part тогда_adv	3.063395032888726e-05	3.063395032888726e-05
988	3	20.96821897959537	ответ_s указание_s решение_s поэтому_adv	2.2975462717564293e-05	2.2975462717564293e-05
33	15	20.952715110223274	теорема_s доказать_partcp аналитический_a геометрия_s	0.00011487731278886514	0.00011487731278886514
91	10	20.94393352341754	а_s т_s о_pr пусть_part	7.658487488833517e-05	7.658487488833517e-05
245	6	20.93139088835171	множество_s удовлетворять_partcp условие_s называться_v	4.595092467033989e-05	4.595092467033989e-05
165	7	20.918984835480604	частный_a решение_s неоднородный_a система_s	5.3609411809663275e-05	5.3609411809663275e-05
100	9	20.90739100241535	только_part тогда_adv когда_conj он	6.892638624200563e-05	6.892638624200563e-05
343	5	20.895574237625965	рассмотреть_v основной_a метод_s решение_s	3.8292436589660446e-05	3.8292436589660446e-05
288	6	20.89036887079171	функционал_s к_pr диагональный_a вид_s	4.5950923795155185e-05	4.5950923795155185e-05
26	17	20.86929538049367	нелинейный_a зависимость_s в_pr линейный_a	0.00013019428278474845	0.00013019428278474845
354	5	20.86576505407793	в_pr бесконечно_adv удаленный_a точка_s	3.829243604848409e-05	3.829243604848409e-05
594	4	20.864384518533857	сходимость_s сумма_s числовой_a ряд_s	3.0633948818519165e-05	3.0633948818519165e-05
211	6	20.834512469966594	для_pr многочлен_s теорема_s без_s	4.595092256276055e-05	4.595092256276055e-05
20	21	20.828713698252113	доказать_partcp аналитический_a геометрия_s линейный_a	0.000160828228512222	0.000160828228512222
925	3	20.827837161156513	о_pr рациональный_a корень_s многочлен_s	2.2975461206130808e-05	2.2975461206130808e-05
179	7	20.7862110883356	отрезок_s о_pr а_s а_s	5.360940836755178e-05	5.360940836755178e-05
149	7	20.779520438436304	в_pr десятичный_a система_s счисление_s	5.3609408185573464e-05	5.3609408185573464e-05
739	4	20.76188590704375	число_s беспорядок_s в_pr перестановка_s	3.063394725821163e-05	3.063394725821163e-05
135	8	20.75893237123758	дифференциальный_a уравнение_s го_s порядок_s	6.126789442317402e-05	6.126789442317402e-05
275	6	20.737679927436808	правило_s действие_s с_pr матрица_s	4.595092030989874e-05	4.595092030989874e-05
19	21	20.70667780170529	л_sв_pr вектор_s линейный_a операция_s	0.00016082821844624578	0.00016082821844624578
94	10	20.701450259399028	определить_partcp в_pr некоторый_a окрестность_s	7.658486571226144e-05	7.658486571226144e-05
293	6	20.694031975601465	форма_s запись_s комплексный_a число_s	4.595091924390034e-05	4.595091924390034e-05
491	4	20.681692747854527	только_part тогда_adv когда_conj о	3.063394595776668e-05	3.063394595776668e-05
137	8	20.677533273923867	сходиться_v если_conj ряд_s расходиться_v	6.126789177664571e-05	6.126789177664571e-05
144	8	20.67474339351408	геометрия_s линейный_a алгебра_s замечание_s	6.12678916832651e-05	6.12678916832651e-05
608	4	20.668342348470905	интеграл_s с_pr переменный_a верхний_a	3.0633945734165415e-05	3.0633945734165415e-05
506	4	20.61370197061802	с_pr номер_s от_pr до_pr	3.063394479713922e-05	3.063394479713922e-05
592	4	20.607402573354776	замена_s переменный_a в_pr кратный_a	3.0633944686811724e-05	3.0633944686811724e-05
119	9	20.59166127763813	свойство_s поверхность_s второй_a порядок_s	6.892637492025872e-05	6.892637492025872e-05
534	4	20.588078018463648	представить_v в виде_pr линейный_a	3.063394434534062e-05	3.063394434534062e-05
557	4	20.571351712055183	разложение_s многочлен_s на_pr множитель_s	3.0633944046065994e-05	3.0633944046065994e-05
504	4	20.566656248129842	формула_s го_s член_s для_pr	3.063394396142701e-05	3.063394396142701e-05
178	7	20.55405991500087	а_s т_s о_s из_pr	5.360940153275696e-05	5.360940153275696e-05
495	4	20.54806632956896	иметь_v место_s следующий_a соотношение_s	3.0633943623613516e-05	3.0633943623613516e-05
272	6	20.522647696525503	центр_s в_pr начало_s координата_s	4.5950914731911486e-05	4.5950914731911486e-05
240	6	20.52022203615771	алгебра_s аналитический_a геометрия_s лекция_s	4.595091466412662e-05	4.595091466412662e-05
396	5	20.479238714567373	с_pr остаточный_a член_s в_pr	3.8292427917876737e-05	3.8292427917876737e-05
738	4	20.47337750618743	плоскость_s сам_a в_pr себ	3.0633942221637846e-05	3.0633942221637846e-05
711	4	20.435596169008978	общий_a декартовый_a система_s координата_s	3.0633941484320344e-05	3.0633941484320344e-05
528	4	20.434775302728944	квадратный_a матрица_s го_s порядок_s	3.063394146808553e-05	3.063394146808553e-05
49	14	20.369520613201054	в_pr нелинейный_a объект_s на_pr	0.00010721879051622239	0.00010721879051622239
7	31	20.329037915343594	линейный_a алгебра_s аналитический_a геометрия_s	0.0002374130295570773	0.0002374130295570773
363	5	20.296705675907386	пусть_part дан_s ряд_s где_adv	3.829242325204751e-05	3.829242325204751e-05
47	14	20.29162844978785	функция_s интегрировать_partcp на_pr отрезок_s	0.00010721878471818936	0.00010721878471818936
489	4	20.29084961246582	многочлен_s с_pr кратный_a корень_s	3.0633938473891456e-05	3.0633938473891456e-05
868	3	20.290743011189065	найти_v наименьший_a натуральный_a для_pr	2.2975453853670906e-05	2.2975453853670906e-05
305	5	20.28997287878592	мочь_v быть_v найти_partcp по_pr	3.8292423068401714e-05	3.8292423068401714e-05
723	4	20.280634077636098	пучок_s прямой_a на_pr плоскость_s	3.063393824980061e-05	3.063393824980061e-05
769	4	20.27615149495691	поскольку_conj из_pr его_a канонический_a	3.06339381509674e-05	3.06339381509674e-05
441	5	20.265879984281643	определение_s поверхность_s задавать_partcp в_pr	3.8292422404171196e-05	3.8292422404171196e-05
679	4	20.239459661033884	член_s в_pr форма_s лагранж_s	3.063393733032701e-05	3.063393733032701e-05
526	4	20.22795796901057	корень_s степень_s из_pr единица_s	3.063393706875667e-05	3.063393706875667e-05
575	4	20.2219916190202	если_conj часть_s неравенство_s умножить_v	3.0633936932246864e-05	3.0633936932246864e-05
233	6	20.221628726320944	в_pr верный_a числовой_a равенство_s	4.59509053858885e-05	4.59509053858885e-05
749	4	20.221371382526733	тогда_adv в_pr сила_s линейность_s	3.063393691802346e-05	3.063393691802346e-05
564	4	20.151230386046315	область_s допустимый_a значение_s уравнение_s	3.0633935269437766e-05	3.0633935269437766e-05
12	25	20.146442147370955	линия_s второй_a порядок_s на_pr	0.0001914620947121629	0.0001914620947121629
106	9	20.139087650185097	проекция_s вектор_s на_pr ось_s	6.892635369556875e-05	6.892635369556875e-05
190	7	20.091599884221637	ортонормированный_a базис_s к_pr другой_a	5.3609384156046886e-05	5.3609384156046886e-05
420	5	20.082650846451234	общий_a решение_s неоднородный_a система_s	3.829241697271529e-05	3.829241697271529e-05
898	3	20.077806142409578	он делиться_v ни_part на_pr	2.29754500917205e-05	2.29754500917205e-05
476	4	20.071635470989126	арифметика_s остаток_s доказать_v что_conj	3.063393329894554e-05	3.063393329894554e-05
918	3	20.057283704164018	найти_v весь_a значение_s параметр_s	2.297544969894914e-05	2.297544969894914e-05
88	10	20.03936702158947	уравнение_s с_pr один_a неизвестное_s	7.65848311715013e-05	7.65848311715013e-05
13	23	20.035305331932598	глава_s линейный_a зависимость_s в_pr	0.00017614511108587759	0.00017614511108587759
663	4	20.034232180166967	т_s о_s рассмотреть_v функция_s	3.063393233474741e-05	3.063393233474741e-05
358	5	20.02399935339302	предел_s интегральный_a сумма_s при_pr	3.8292415083221306e-05	3.8292415083221306e-05
801	3	20.019179602843703	для_pr утверждение_s верно_adv для_pr	2.2975448954704504e-05	2.2975448954704504e-05
503	4	20.00189529477916	формула_s интегрирование_s по_pr часть_s	3.063393148076578e-05	3.063393148076578e-05
759	4	19.976532952666606	функционал_s иметь_v диагональный_a вид_s	3.063393079745103e-05	3.063393079745103e-05
364	5	19.97424631819592	если_conj существовать_v конечный_a предел_s	3.8292413419064884e-05	3.8292413419064884e-05
42	14	19.963945945309202	переход_s от_pr базис_s к_pr	0.00010721875658845504	0.00010721875658845504
214	6	19.921429619752473	при_pr какой_a многочлен_s делиться_v	4.595089390619139e-05	4.595089390619139e-05
443	5	19.920329704356377	ванный_a система_s координата_s уравнение_s	3.829241154965402e-05	3.829241154965402e-05
553	4	19.916703557340146	плоскость_s проходить_partcp через_pr точка_s	3.063392913712178e-05	3.063392913712178e-05
370	5	19.901975678945302	поставить_partcp в_pr соответствие_s число_s	3.8292410897171396e-05	3.8292410897171396e-05
306	5	19.89387694316054	быть_v найти_partcp по_pr формула_s	3.829241060661259e-05	3.829241060661259e-05
182	7	19.883163604432497	пусть_conj функция_s интегрировать_partcp на_pr	5.3609374307629015e-05	5.3609374307629015e-05
630	4	19.88306867124969	вектор_s общий_a уравнение_s параметрический_a	3.063392817303516e-05	3.063392817303516e-05
568	4	19.868458902121514	м получить_v эквивалентный_a система_s	3.0633927747218136e-05	3.0633927747218136e-05
412	5	19.868244070429157	радиус_s с_pr центр_s в_pr	3.8292409676155527e-05	3.8292409676155527e-05
156	7	19.84732798229215	треугольник_s с_pr вершина_s в_pr	5.3609372466398356e-05	5.3609372466398356e-05
479	4	19.82971418354872	остаток_s от_pr деление_s число_s	3.063392659685749e-05	3.063392659685749e-05
101	9	19.822354214823633	число_s дробь_s система_s счисление_s	6.892633434334728e-05	6.892633434334728e-05
124	8	19.815841346713086	многочлен_s с_pr целый_a коэффициент_s	6.126785235478613e-05	6.126785235478613e-05
831	3	19.804913239610084	для_pr любой_a натуральный_a найтись_v	2.2975444383086047e-05	2.2975444383086047e-05
814	3	19.804070467770124	проходить_v через_pr один_a точка_s	2.297544436373056e-05	2.297544436373056e-05
708	4	19.799474838261332	вектор_s линейно_adv независимый_a тогда_adv	3.063392567731474e-05	3.063392567731474e-05
540	4	19.786899976649774	а_s т_s о_s для_pr	3.063392528921767e-05	3.063392528921767e-05
414	5	19.78607080349539	от_pr выбор_s система_s координата_s	3.829240657938486e-05	3.829240657938486e-05
266	6	19.777682634490635	равный_a нуль_s одновременно_adv число_s	4.595088750388089e-05	4.595088750388089e-05
924	3	19.770830581647207	теорема_s о_pr рациональный_a корень_s	2.297544359124007e-05	2.297544359124007e-05
377	5	19.758323100625283	определение_s предел_s по_pr коши_s	3.829240549321369e-05	3.829240549321369e-05
446	5	19.74966807180439	его_a канонический_a уравнение_s следовать_v	3.829240515011989e-05	3.829240515011989e-05
939	3	19.74873558959534	доказать_v равенство_s б_part вычислить_v	2.2975443067819446e-05	2.2975443067819446e-05
542	4	19.734983258837374	найти_v собственный_a значение_s собственный_a	3.0633923650616044e-05	3.0633923650616044e-05
973	3	19.704203560022947	при_pr утверждение_s задача_s очевидно_adv	2.2975441988199664e-05	2.2975441988199664e-05
837	3	19.683882620399313	сколько_adv существовать_v целый_a число_s	2.2975441484362935e-05	2.2975441484362935e-05
765	4	19.631674671622193	геометрия_s линейный_a алгебра_s приложение_s	3.0633920209211994e-05	3.0633920209211994e-05
724	4	19.626769601574125	нуль_s одновременно_adv число_s такой_a	3.06339200396066e-05	3.06339200396066e-05
376	5	19.618188772756888	а_s т_s о_pr доказать_v	3.829239967689015e-05	3.829239967689015e-05
821	3	19.61072445849597	он можно_adv выбрать_v такой_a	2.297543961056925e-05	2.297543961056925e-05
982	3	19.58256528709762	неравенство_s ответ_s указание_s решение_s	2.297543886362361e-05	2.297543886362361e-05
235	6	19.57919837363346	м получить_v эквивалентный_a уравнение_s	4.595087754666731e-05	4.595087754666731e-05
307	5	19.572681921401422	взаимно_adv простой_a доказать_v что_conj	3.829239766330556e-05	3.829239766330556e-05
949	3	19.554248225729	что_conj прямой_a проходить_partcp через_pr	2.2975438097642767e-05	2.2975438097642767e-05
169	7	19.552701472149174	точка_s пересечение_s прямой_a плоскость_s	5.360935546252588e-05	5.360935546252588e-05
513	4	19.551727883175026	равный_a ответ_s указание_s решение_s	3.063391737164758e-05	3.063391737164758e-05
870	3	19.549065522855233	найти_v наименьший_a натуральный_a число_s	2.297543795581492e-05	2.297543795581492e-05
583	4	19.523573915099696	лекция_s скалярный_a произведение_s вектор_s	3.0633916334342677e-05	3.0633916334342677e-05
408	5	19.514648228656842	число_s равный_a нуль_s одновременно_adv	3.8292395001545055e-05	3.8292395001545055e-05
86	10	19.49749217789248	сложение_s умножение_s на_pr число_s	7.658478838788919e-05	7.658478838788919e-05
399	5	19.47447841654098	один_a сторона_s с_pr другой_a	3.8292393095406695e-05	3.8292393095406695e-05
768	4	19.464761059664145	поверхность_s поскольку_conj из_pr его_a	3.063391410101692e-05	3.063391410101692e-05
772	4	19.451009693158976	координатный_a плоскость_s в_pr сечение_s	3.063391356556653e-05	3.063391356556653e-05
451	4	19.44763228657296	мочь_v быть_v использовать_partcp для_pr	3.063391343327461e-05	3.063391343327461e-05
314	5	19.447025517937718	пусть_part простой_s число_s доказать_v	3.829239176184356e-05	3.829239176184356e-05
795	3	19.436373878200616	из_pr предположение_s что_conj утверждение_s	2.2975434742532128e-05	2.2975434742532128e-05
271	6	19.429183341943798	с_pr центр_s в_pr начало_s	4.595086905771532e-05	4.595086905771532e-05
116	9	19.423860779588455	от_pr один_a ортонормированный_a базис_s	6.892630311001412e-05	6.892630311001412e-05
322	5	19.414433264353793	остаток_s при_pr деление_s на_pr	3.829239014532705e-05	3.829239014532705e-05
683	4	19.3918659939636	на_pr отрезок_s он интегрировать_partcp	3.06339112035527e-05	3.06339112035527e-05
684	4	19.3918659939636	отрезок_s он интегрировать_partcp на_pr	3.06339112035527e-05	3.06339112035527e-05
956	3	19.364405553990235	можно_adv привести_v к_pr вид_s	2.297543255513649e-05	2.297543255513649e-05
797	3	19.354578337528515	что_conj утверждение_s верно_adv для_pr	2.2975432247892257e-05	2.2975432247892257e-05
332	5	19.352776362773028	от_pr который_a до_pr данный_a	3.829238698554463e-05	3.829238698554463e-05
976	3	19.34750645392501	равенство_s ответ_s указание_s решение_s	2.2975432025493945e-05	2.2975432025493945e-05
685	4	19.29809857585905	интегрировать_partcp на_pr отрезок_s тогда_adv	3.06339072545507e-05	3.06339072545507e-05
487	4	19.292456353668072	фазовый_a плоскость_s множество_s точка_s	3.063390700864304e-05	3.063390700864304e-05
580	4	19.235649197460912	уравнение_s в качестве_pr пример_s	3.063390447845806e-05	3.063390447845806e-05
806	3	19.217150116327595	то есть_adv для_pr некоторый_a	2.2975427724579228e-05	2.2975427724579228e-05
732	4	19.21179475115702	вид_s линия_s второй_a порядок_s	3.063390338592086e-05	3.063390338592086e-05
593	4	19.195976327628312	переменный_a в_pr кратный_a интеграл_s	3.0633902651409215e-05	3.0633902651409215e-05
186	7	19.17606088744982	переход_s от_pr один_a базис_s	5.3609328001478376e-05	5.3609328001478376e-05
347	5	19.170838368832715	линейный_a уравнение_s их_a исследование_s	3.829237683432402e-05	3.829237683432402e-05
620	4	19.1686375618453	определить_partcp непрерывный_a в_pr область_s	3.063390136281993e-05	3.063390136281993e-05
292	6	19.144873312679863	прил_s аналитический_a геометрия_s линейный_a	4.595085033405254e-05	4.595085033405254e-05
