	freq	pmi	quadgram	t-score	z-score
803	3	16.135639073482377	натуральный_a число_s мочь_v быть_v	2.297505609846733e-05	2.297505609846733e-05
133	8	16.12662680672946	задача_s показать_v что_conj если_conj	6.126680922069741e-05	6.126680922069741e-05
880	3	16.117784944532087	множество_s весь_a натуральный_a число_s	2.2975050850905714e-05	2.2975050850905714e-05
565	4	16.111490917771324	в_pr левый_a часть_s уравнение_s	3.0633398647296715e-05	3.0633398647296715e-05
317	5	16.088526185456864	от_pr деление_s число_s на_pr	3.8291736849523193e-05	3.8291736849523193e-05
855	3	16.084713627179884	целый_a число_s делиться_v на_pr	2.2975040957583475e-05	2.2975040957583475e-05
529	4	16.077497106934555	решение_s система_s линейный_a алгебраический_a	3.0633385024592466e-05	3.0633385024592466e-05
199	6	16.045788247207216	частный_a решение_s система_s линейный_a	4.595005803739701e-05	4.595005803739701e-05
600	4	16.043772681513538	такой_a что_conj при_pr выполняться_v	3.063337118891322e-05	3.063337118891322e-05
147	8	16.03081426417521	ортонормированный_a базис_s в_pr который_a	6.126673157205134e-05	6.126673157205134e-05
533	4	16.027675061106702	неоднородный_a система_s линейный_a уравнение_s	3.0633364469846735e-05	3.0633364469846735e-05
202	6	16.001223631251534	доказать_v что_conj при_pr выполняться_v	4.59500298975546e-05	4.59500298975546e-05
157	7	15.969482558035391	с_pr вершина_s в_pr точка_s	5.3608344204677645e-05	5.3608344204677645e-05
823	3	15.93302199059942	выбрать_v такой_a число_s что_conj	2.297499255679691e-05	2.297499255679691e-05
885	3	15.92812319118658	что_conj если_conj простой_s число_s	2.2974990907306394e-05	2.2974990907306394e-05
368	5	15.91668757092402	тогда_adv по_pr теорема_s о_pr	3.8291645058189484e-05	3.8291645058189484e-05
930	3	15.907223127254198	при_pr многочлен_s делиться_v на_pr	2.2974983806715615e-05	2.2974983806715615e-05
299	5	15.904303577103036	для_pr весь_a натуральный_a число_s	3.82916380110227e-05	3.82916380110227e-05
14	22	15.900769679392408	доказать_v что_conj для_pr любой_a	0.00016848319835126345	0.00016848319835126345
569	4	15.88989921309757	уравнение_s тогда_adv м получить_v	3.063330379015288e-05	3.063330379015288e-05
548	4	15.888113332656879	от_pr один_a система_s координата_s	3.063330296494416e-05	3.063330296494416e-05
733	4	15.86650112785318	определение_s линия_s уравнение_s который_a	3.063329289710429e-05	3.063329289710429e-05
688	4	15.860164450824842	функция_s определить_partcp на_pr множество_s	3.0633289916517235e-05	3.0633289916517235e-05
298	5	15.858278726496913	говорить_v что_conj на_pr множество_s	3.829161128374654e-05	3.829161128374654e-05
270	6	15.839140252010969	система_s координата_s иметь_v вид_s	4.5949919899574554e-05	4.5949919899574554e-05
929	3	15.770328492601815	что_conj при_pr многочлен_s делиться_v	2.2974934665840764e-05	2.2974934665840764e-05
840	3	15.756867228103241	число_s от_pr до_pr который_a	2.2974929577082837e-05	2.2974929577082837e-05
73	11	15.754667275141445	функция_s дифференцировать_partcp в_pr точка_s	8.424140538334382e-05	8.424140538334382e-05
780	3	15.717544447181323	множество_s весь_a целый_a число_s	2.2974914437050035e-05	2.2974914437050035e-05
808	3	15.714047219592796	что_conj при_pr любой_a натуральный_a	2.2974913070460142e-05	2.2974913070460142e-05
680	4	15.700933333824645	говорить_v что_conj функция_s иметь_v	3.0633210555234275e-05	3.0633210555234275e-05
267	6	15.696474337975735	уравнение_s аналитический_a геометрия_s линейный_a	4.594981230649145e-05	4.594981230649145e-05
163	7	15.693010978291877	система_s линейный_a однородный_a уравнение_s	5.360811115332385e-05	5.360811115332385e-05
337	5	15.678945697417769	в_pr случай_s говорить_v что_conj	3.829149861499272e-05	3.829149861499272e-05
311	5	15.669571965954432	решить_v в_pr целый_a число_s	3.8291492331803957e-05	3.8291492331803957e-05
134	8	15.664341284508996	показать_v что_conj в_pr случай_s	6.126638209264694e-05	6.126638209264694e-05
756	4	15.658455737123514	матрица_s квадратичный_a функционал_s в_pr	3.063318786201357e-05	3.063318786201357e-05
407	5	15.64767515031591	геометрия_s линейный_a алгебра_s для_pr	3.829147749437501e-05	3.829147749437501e-05
953	3	15.640560617631484	что_conj при_pr выполняться_v неравенство_s	2.297488357490742e-05	2.297488357490742e-05
405	5	15.607480166609403	геометрия_s линейный_a алгебра_s из_pr	3.829144966488983e-05	3.829144966488983e-05
82	10	15.591602913954468	из_pr равенство_s следовать_v что_conj	7.658287691334576e-05	7.658287691334576e-05
745	4	15.579258990508718	представление_s элемент_s в_pr базис_s	3.0633143725685775e-05	3.0633143725685775e-05
923	3	15.56650723308384	уравнение_s иметь_v общий_a корень_s	2.297485229244057e-05	2.297485229244057e-05
492	4	15.547159936754275	корень_s из_pr комплексный_a число_s	3.06331251353514e-05	3.06331251353514e-05
252	6	15.53672128810114	теорема_s если_conj функция_s непрерывный_a	4.594967850011949e-05	4.594967850011949e-05
869	3	15.521568540219262	доказать_v равенство_s доказать_v равенство_s	2.2974832511064942e-05	2.2974832511064942e-05
51	13	15.465047291863366	доказать_v что_conj при_pr любой_a	9.955749587413214e-05	9.955749587413214e-05
326	5	15.437321809580444	метод_s решение_s система_s линейный_a	3.829132287472006e-05	3.829132287472006e-05
697	4	15.38053696052241	интеграл_s от_pr функция_s по_pr	3.063302169907075e-05	3.063302169907075e-05
655	4	15.375628902351579	определение_s предел_s функция_s по_pr	3.0633018467418936e-05	3.0633018467418936e-05
932	3	15.335280947856543	известно_adv что_conj доказать_v что_conj	2.297474360996802e-05	2.297474360996802e-05
644	4	15.330437906207187	в_pr любой_a окрестность_s точка_s	3.063298818957254e-05	3.063298818957254e-05
927	3	15.330192955088108	б_part доказать_v что_conj многочлен_s	2.297474101714349e-05	2.297474101714349e-05
284	6	15.297247246470869	базис_s в_pr который_a квадратичный_a	4.5949448009975624e-05	4.5949448009975624e-05
617	4	15.280089674776175	решение_s линейный_a однородный_a уравнение_s	3.063295332039878e-05	3.063295332039878e-05
948	3	15.270983266859623	комплексный_a число_s комплексный_a число_s	2.297471016200963e-05	2.297471016200963e-05
936	3	15.269088808328421	комплексный_a плоскость_s доказать_v что_conj	2.2974709153717435e-05	2.2974709153717435e-05
378	5	15.266666504307375	непрерывность_s функция_s в_pr точка_s	3.8291179770930804e-05	3.8291179770930804e-05
624	4	15.25955849156547	если_conj ряд_s сходиться_v если_conj	3.0632938748321815e-05	3.0632938748321815e-05
716	4	15.250124298941646	произведение_s вектор_s в_pr ортонормированный_a	3.063293198251544e-05	3.063293198251544e-05
406	5	15.23058673833251	число_s аналитический_a геометрия_s линейный_a	3.8291147286898975e-05	3.8291147286898975e-05
109	9	15.222664541822471	система_s координата_s на_pr плоскость_s	6.89240520806534e-05	6.89240520806534e-05
582	4	15.205945472400707	лекция_s решение_s система_s линейный_a	3.063289970391025e-05	3.063289970391025e-05
972	3	15.196056396433214	найтись_v такой_a число_s что_conj	2.29746692566565e-05	2.29746692566565e-05
921	3	15.176361843253517	уравнение_s иметь_v только_part один_a	2.2974658147394918e-05	2.2974658147394918e-05
300	5	15.150613425672047	пара_s число_s такой_a что_conj	3.829107232107545e-05	3.829107232107545e-05
539	4	15.142367175502601	система_s уравнение_s с_pr неизвестный_a	3.063285148174455e-05	3.063285148174455e-05
154	7	15.112865361673862	простой_a число_s доказать_v что_conj	5.36074496534424e-05	5.36074496534424e-05
670	4	15.10906070463295	дифференцировать_partcp в_pr точка_s тогда_adv	3.063282535871444e-05	3.063282535871444e-05
201	6	15.108490653372993	доказать_v равенство_s б_part в_pr	4.59492373595099e-05	4.59492373595099e-05
96	10	15.078892576650189	геометрия_s линейный_a алгебра_s в_pr	7.658200292741511e-05	7.658200292741511e-05
373	5	15.068479667051175	что_conj из_pr условие_s следовать_v	3.8290990880184105e-05	3.8290990880184105e-05
234	6	15.06749222166437	уравнение_s на_pr м получить_v	4.594918784710623e-05	4.594918784710623e-05
887	3	14.983575760450536	корень_s уравнение_s мочь_v быть_v	2.29745410044951e-05	2.29745410044951e-05
303	5	14.976965338187018	целый_a число_s такой_a что_conj	3.8290894505998224e-05	3.8290894505998224e-05
325	5	14.939091846278872	график_s функция_s в_pr точка_s	3.8290852797798864e-05	3.8290852797798864e-05
174	7	14.937651574531928	иметь_v производная_s в_pr точка_s	5.3607191665980955e-05	5.3607191665980955e-05
318	5	14.90786446758078	число_s делиться_v на_pr тогда_adv	3.829081757544736e-05	3.829081757544736e-05
346	5	14.867734148237009	система_s линейный_a уравнение_s их_a	3.8290771177223115e-05	3.8290771177223115e-05
32	15	14.844574247494583	функция_s непрерывный_a в_pr точка_s	0.00011487223142026465	0.00011487223142026465
254	6	14.831457184532624	если_conj функция_s дифференцировать_partcp в_pr	4.594887373072831e-05	4.594887373072831e-05
658	4	14.769150301404533	существовать_v такой_a что_conj при_pr	3.063252125023818e-05	3.063252125023818e-05
302	5	14.74969428455462	натуральный_a число_s доказать_v что_conj	3.829062697513204e-05	3.829062697513204e-05
650	4	14.746551572163812	условие_s следовать_v что_conj из_pr	3.063249837784826e-05	3.063249837784826e-05
651	4	14.746551572163812	следовать_v что_conj из_pr условие_s	3.063249837784826e-05	3.063249837784826e-05
422	5	14.746418683390289	тогда_adv говорить_v что_conj в_pr	3.8290622802859836e-05	3.8290622802859836e-05
148	7	14.7446437467072	лекция_s система_s линейный_a уравнение_s	5.360686875332216e-05	5.360686875332216e-05
661	4	14.734296318169616	если_conj у_pr функция_s существовать_v	3.063248582354091e-05	3.063248582354091e-05
606	4	14.733502134039012	значение_s функция_s на_pr отрезок_s	3.0632485006291755e-05	3.0632485006291755e-05
614	4	14.729244197807239	у_pr с_pr у_pr с_pr	3.063248061701464e-05	3.063248061701464e-05
428	5	14.723214305907971	базис_s в_pr который_a функционал_s	3.8290592973649174e-05	3.8290592973649174e-05
315	5	14.720547938895104	доказать_v что_conj число_s делиться_v	3.8290589515202504e-05	3.8290589515202504e-05
938	3	14.71873866657245	доказать_v что_conj весь_a корень_s	2.2974352298891456e-05	2.2974352298891456e-05
493	4	14.71834725008754	что_conj точка_s лежать_v на_pr	3.063246932476092e-05	3.063246932476092e-05
170	7	14.701625701282298	из_pr определение_s следовать_v что_conj	5.36067907023135e-05	5.36067907023135e-05
954	3	14.689636962433472	уравнение_s система_s уравнение_s третий_a	2.2974329370988004e-05	2.2974329370988004e-05
933	3	14.688839079167765	действительный_a число_s доказать_v что_conj	2.2974328735835144e-05	2.2974328735835144e-05
385	5	14.68344107432483	существовать_v точка_s такой_a что_conj	3.8290540715880146e-05	3.8290540715880146e-05
567	4	14.66361011825394	определение_s уравнение_s вид_s где_adv	3.063241129353747e-05	3.063241129353747e-05
449	4	14.640687291424287	что_conj на_pr множество_s задать_partcp	3.0632386329468634e-05	3.0632386329468634e-05
807	3	14.640240241371572	натуральный_a число_s такой_a что_conj	2.297428937899152e-05	2.297428937899152e-05
859	3	14.632150428671245	доказать_v что_conj для_pr простой_a	2.297428269793153e-05	2.297428269793153e-05
775	4	14.624640066196267	тензор_s если_conj в_pr каждый_a	3.0632368615723415e-05	3.0632368615723415e-05
18	21	14.61441537479576	решение_s система_s линейный_a уравнение_s	0.00016081987543643605	0.00016081987543643605
391	5	14.602430369724333	функция_s иметь_v производная_s в_pr	3.8290429715237854e-05	3.8290429715237854e-05
468	4	14.535514478660122	число_s делиться_v на_pr доказать_v	3.0632266566487675e-05	3.0632266566487675e-05
444	5	14.515796331867977	система_s координата_s уравнение_s вид_s	3.82903039058983e-05	3.82903039058983e-05
781	3	14.500636853176319	если_conj любой_a элемент_s множество_s	2.2974168662532736e-05	2.2974168662532736e-05
935	3	14.492374666522648	точка_s на_pr комплексный_a плоскость_s	2.297416114539196e-05	2.297416114539196e-05
767	4	14.468861750819377	координата_s уравнение_s вид_s называться_v	3.063218602088841e-05	3.063218602088841e-05
316	5	14.455269865002574	один_a из_pr корень_s уравнение_s	3.829021141774432e-05	3.829021141774432e-05
11	25	14.447363204655124	система_s линейный_a уравнение_s с_pr	0.00019145099523401084	0.00019145099523401084
664	4	14.44588078843737	существовать_v такой_a что_conj для_pr	3.063215737585828e-05	3.063215737585828e-05
886	3	14.400380719537342	число_s при_pr деление_s на_pr	2.297407447316271e-05	2.297407447316271e-05
416	5	14.373227754034575	в_pr сила_s теорема_s иметь_v	3.8290079694326456e-05	3.8290079694326456e-05
258	6	14.352120767880981	от_pr точка_s к_pr точка_s	4.594805349222662e-05	4.594805349222662e-05
308	5	14.349453787203856	целый_a число_s доказать_v что_conj	3.829004010290267e-05	3.829004010290267e-05
784	3	14.300693555513115	неизвестный_a система_s линейный_a уравнение_s	2.297397409860211e-05	2.297397409860211e-05
669	4	14.277313748506883	приращение_s функция_s в_pr точка_s	3.0631932715213555e-05	3.0631932715213555e-05
382	5	14.251946717083664	если_conj функция_s непрерывный_a на_pr	3.828987072063892e-05	3.828987072063892e-05
375	5	14.232138298638356	число_s называться_v предел_s функция_s	3.828983488954046e-05	3.828983488954046e-05
250	6	14.217406210130694	функция_s называться_v непрерывный_a в_pr	4.594776950411674e-05	4.594776950411674e-05
920	3	14.217047100093918	в_pr квадратный_a уравнение_s коэффициент_s	2.2973884355546657e-05	2.2973884355546657e-05
871	3	14.197553202399922	доказать_v что_conj делиться_v на_pr	2.297386268256629e-05	2.297386268256629e-05
917	3	14.188478664034589	при_pr какой_a уравнение_s иметь_v	2.2973852493324076e-05	2.2973852493324076e-05
490	4	14.137796684126977	корень_s доказать_v что_conj при_pr	3.0631725855865124e-05	3.0631725855865124e-05
676	4	14.130296652474323	иметь_v в_pr точка_s производная_s	3.063171415897343e-05	3.063171415897343e-05
429	5	14.122772096153158	в_pr который_a функционал_s иметь_v	3.828962795320972e-05	3.828962795320972e-05
255	6	14.11515173364354	из_pr теорема_s следовать_v что_conj	4.594753552964079e-05	4.594753552964079e-05
295	6	14.092579427573634	в_pr каждый_a базис_s иметь_v	4.5947481607898634e-05	4.5947481607898634e-05
883	3	14.075404226149583	решить_v уравнение_s доказать_v что_conj	2.2973720005040108e-05	2.2973720005040108e-05
538	4	14.06884961173827	такой_a что_conj для_pr любой_a	3.06316160026574e-05	3.06316160026574e-05
251	6	14.067200587768045	называться_v непрерывный_a в_pr точка_s	4.594741996567653e-05	4.594741996567653e-05
668	4	14.047428149037728	теорема_s пусть_part функция_s иметь_v	3.063158078905015e-05	3.063158078905015e-05
472	4	14.038485653517318	доказать_v равенство_s доказать_v что_conj	3.063156593355739e-05	3.063156593355739e-05
371	5	14.026131394990902	существовать_v число_s такой_a что_conj	3.828943157286288e-05	3.828943157286288e-05
677	4	14.019976463773805	теорема_s теорема_s пусть_part функция_s	3.063153489154185e-05	3.063153489154185e-05
274	6	14.010686361892457	линейный_a оператор_s на_pr плоскость_s	4.594727874034375e-05	4.594727874034375e-05
805	3	14.007022572043196	число_s в_pr десятичный_a система_s	2.2973634696207194e-05	2.2973634696207194e-05
556	4	13.993284239203936	произведение_s первый_a число_s на_pr	3.0631489418502685e-05	3.0631489418502685e-05
390	5	13.984895535891997	дифференциал_s функция_s в_pr точка_s	3.8289343691036045e-05	3.8289343691036045e-05
335	5	13.97976107004078	уравнение_s который_a иметь_v вид_s	3.828933257156383e-05	3.828933257156383e-05
25	17	13.962610914681953	на_pr плоскость_s в_pr пространство_s	0.00013018360348318256	0.00013018360348318256
969	3	13.893592441453293	целый_a значение_s в_pr точка_s	2.2973483959357803e-05	2.2973483959357803e-05
515	4	13.874957304167859	из_pr задача_s следовать_v что_conj	3.063127738918688e-05	3.063127738918688e-05
867	3	13.872060978574204	иметь_v решение_s в_pr целый_a	2.2973453983580216e-05	2.2973453983580216e-05
447	5	13.855157974910957	элемент_s линейный_a пространство_s линейный_a	3.828905022667539e-05	3.828905022667539e-05
467	4	13.851077537019728	в_pr каждый_a из_pr отрезок_s	3.063123244951863e-05	3.063123244951863e-05
830	3	13.779152841057927	б_part доказать_v что_conj для_pr	2.297331938311401e-05	2.297331938311401e-05
331	5	13.757810261805416	уравнение_s прямой_a на_pr плоскость_s	3.8288812032471155e-05	3.8288812032471155e-05
686	4	13.751508700014867	непрерывный_a в_pr точка_s тогда_adv	3.0631036842106757e-05	3.0631036842106757e-05
132	8	13.738737056830736	непрерывный_a в_pr точка_s если_conj	6.126202152118468e-05	6.126202152118468e-05
990	3	13.738520144995684	первый_a уравнение_s на_pr второй_a	2.2973257736722825e-05	2.2973257736722825e-05
915	3	13.703221878416715	уравнение_s корень_s который_a быть_v	2.2973202755977354e-05	2.2973202755977354e-05
764	4	13.700349486348856	теорема_s пусть_part быть_v точка_s	3.063093096327753e-05	3.063093096327753e-05
555	4	13.675147723478945	произведение_s сумма_s число_s на_pr	3.0630877409213904e-05	3.0630877409213904e-05
521	4	13.674649246052269	производная_s функция_s в_pr точка_s	3.0630876340479584e-05	3.0630876340479584e-05
709	4	13.661148986895515	в_pr пространство_s мочь_v быть_v	3.06308472550844e-05	3.06308472550844e-05
204	6	13.626634746607834	что_conj число_s делиться_v на_pr	4.594615747086006e-05	4.594615747086006e-05
111	9	13.558270062337941	предел_s функция_s в_pr точка_s	6.891888698720847e-05	6.891888698720847e-05
601	4	13.502566626108907	в_pr точка_s равный_a нуль_s	3.063048442290874e-05	3.063048442290874e-05
470	4	13.45751353306131	также_adv доказать_v что_conj число_s	3.0630373856108096e-05	3.0630373856108096e-05
734	4	13.439603473364276	линия_s уравнение_s который_a в_pr	3.0630328934095534e-05	3.0630328934095534e-05
294	6	13.437985426096255	если_conj в_pr каждый_a базис_s	4.594548727226296e-05	4.594548727226296e-05
928	3	13.434997693111963	доказать_v что_conj при_pr многочлен_s	2.2972737968585952e-05	2.2972737968585952e-05
657	4	13.411268819322649	функция_s определение_s функция_s называться_v	3.063025671620474e-05	3.063025671620474e-05
551	4	13.392618664677371	уравнение_s прямой_a в_pr отрезок_s	3.063020840172743e-05	3.063020840172743e-05
458	4	13.37771332847623	что_conj из_pr он можно_adv	3.0630169336879625e-05	3.0630169336879625e-05
291	6	13.36441016748601	в_pr ортонормированный_a базис_s в_pr	4.5945201192922946e-05	4.5945201192922946e-05
203	6	13.352839319240848	такой_a что_conj доказать_v что_conj	4.594515485999317e-05	4.594515485999317e-05
931	3	13.350673404589799	что_conj весь_a корень_s уравнение_s	2.297257307284796e-05	2.297257307284796e-05
958	3	13.291383319002847	плоскость_s множество_s точка_s для_pr	2.297245122336706e-05	2.297245122336706e-05
978	3	13.290043805356651	решение_s уравнение_s иметь_v вид_s	2.2972448412218055e-05	2.2972448412218055e-05
381	5	13.210870774080748	если_conj функция_s непрерывный_a в_pr	3.828712922325696e-05	3.828712922325696e-05
970	3	13.203206573773265	доказать_v что_conj при_pr весь_a	2.29722604891225e-05	2.29722604891225e-05
418	5	13.187141268934587	что_conj в_pr сила_s теорема_s	3.828704077571757e-05	3.828704077571757e-05
812	3	13.117476699747382	равенство_s доказать_v что_conj при_pr	2.2972063528843827e-05	2.2972063528843827e-05
282	6	13.077047350826277	в_pr линейный_a зависимость_s в_pr	4.594393300825506e-05	4.594393300825506e-05
541	4	13.067218101807073	в_pr базис_s иметь_v вид_s	3.062925666877808e-05	3.062925666877808e-05
856	3	13.042476033782464	доказать_v что_conj число_s также_adv	2.2971881353772256e-05	2.2971881353772256e-05
877	3	13.0374753527241	б_part доказать_v что_conj число_s	2.297186886712908e-05	2.297186886712908e-05
313	5	13.012728690388414	число_s такой_a что_conj доказать_v	3.828634405652199e-05	3.828634405652199e-05
959	3	12.944711540311546	множество_s точка_s для_pr который_a	2.2971629213091424e-05	2.2971629213091424e-05
121	8	12.88847657529665	матрица_s система_s линейный_a уравнение_s	6.125726999514275e-05	6.125726999514275e-05
192	7	12.887196933036005	элемент_s линейный_a пространство_s в_pr	5.360010296098698e-05	5.360010296098698e-05
341	5	12.852509954412323	линейный_a уравнение_s с_pr один_a	3.828562540388928e-05	3.828562540388928e-05
367	5	12.847182059736362	множество_s если_conj в_pr любой_a	3.828560010766555e-05	3.828560010766555e-05
411	5	12.81877412844037	уравнение_s прямой_a в_pr пространство_s	3.8285463641751385e-05	3.8285463641751385e-05
329	5	12.799247640159425	линейный_a оператор_s в_pr базис_s	3.82853682699748e-05	3.82853682699748e-05
417	5	12.764953814262654	базис_s в_pr который_a матрица_s	3.828519761484767e-05	3.828519761484767e-05
853	3	12.75401220307371	доказать_v что_conj из_pr равенство_s	2.2971085384402505e-05	2.2971085384402505e-05
112	9	12.750915140280338	значение_s функция_s в_pr точка_s	6.891322783684791e-05	6.891322783684791e-05
560	4	12.72899438745709	число_s являться_v решение_s уравнение_s	3.062801140835421e-05	3.062801140835421e-05
729	4	12.664991818685944	система_s координата_s в_pr который_a	3.062774111452549e-05	3.062774111452549e-05
728	4	12.659979922634582	если_conj ее_a уравнение_s в_pr	3.0627719437828976e-05	3.0627719437828976e-05
961	3	12.613789932308498	доказать_v что_conj при_pr решение_s	2.297063705894676e-05	2.297063705894676e-05
862	3	12.608898270455576	решение_s в_pr целый_a число_s	2.2970620618866637e-05	2.2970620618866637e-05
155	7	12.562634044040912	в_pr целый_a число_s уравнение_s	5.359774547020133e-05	5.359774547020133e-05
743	4	12.413189915156865	пусть_part в_pr линейный_a пространство_s	3.0626553305743096e-05	3.0626553305743096e-05
865	3	12.384562825943753	при_pr который_a уравнение_s иметь_v	2.296980350089617e-05	2.296980350089617e-05
226	6	12.336565592959971	матрица_s линейный_a оператор_s в_pr	4.593922311268511e-05	4.593922311268511e-05
605	4	12.297272022770828	такой_a точка_s в_pr который_a	3.0625932792495784e-05	3.0625932792495784e-05
127	8	12.278650736480083	если_conj если_conj если_conj если_conj	6.125165676281536e-05	6.125165676281536e-05
99	9	12.270864296809368	доказать_v что_conj если_conj число_s	6.890801472233502e-05	6.890801472233502e-05
864	3	12.243272089859257	для_pr который_a доказать_v что_conj	2.2969219694472016e-05	2.2969219694472016e-05
70	11	12.20469013236962	функция_s иметь_v в_pr точка_s	8.421985030841491e-05	8.421985030841491e-05
123	8	12.100939295367056	число_s доказать_v что_conj если_conj	6.124952221999917e-05	6.124952221999917e-05
424	5	12.074165826446198	в_pr линейный_a пространство_s теорема_s	3.8280735770059584e-05	3.8280735770059584e-05
960	3	12.061293312976593	для_pr который_a уравнение_s иметь_v	2.2968378401686803e-05	2.2968378401686803e-05
484	4	11.958386490653865	доказать_v что_conj уравнение_s иметь_v	3.062380470475407e-05	3.062380470475407e-05
547	4	11.898039985941407	точка_s в_pr система_s координата_s	3.0623370481884796e-05	3.0623370481884796e-05
481	4	11.771288447697822	на_pr доказать_v что_conj при_pr	3.06223971008479e-05	3.06223971008479e-05
995	3	11.72655437212053	если_conj если_conj если_conj решение_s	2.2966524476152148e-05	2.2966524476152148e-05
747	4	11.666633531822566	с_pr линейный_a оператор_s в_pr	3.0621526387971884e-05	3.0621526387971884e-05
819	3	11.457517987810544	доказать_v что_conj в_pr любой_a	2.2964689080614254e-05	2.2964689080614254e-05
727	4	11.452070615083779	из_pr система_s линейный_a уравнение_s	3.061953102444971e-05	3.061953102444971e-05
861	3	11.340241622704463	уравнение_s в_pr целый_a число_s	2.2963775460857965e-05	2.2963775460857965e-05
477	4	11.31491015303808	на_pr доказать_v что_conj если_conj	3.061809090233796e-05	3.061809090233796e-05
962	3	11.245724670325846	что_conj при_pr решение_s уравнение_s	2.2962983140414746e-05	2.2962983140414746e-05
465	4	11.234048077059635	число_s доказать_v что_conj для_pr	3.061717547426896e-05	3.061717547426896e-05
894	3	11.219356313766596	что_conj доказать_v что_conj при_pr	2.2962752679306477e-05	2.2962752679306477e-05
389	5	11.156093637358458	функция_s в_pr точка_s называться_v	3.827030379404516e-05	3.827030379404516e-05
643	4	10.975273660487455	точка_s множество_s если_conj в_pr	3.061387598855596e-05	3.061387598855596e-05
471	4	10.954796568071792	уравнение_s иметь_v решение_s в_pr	3.061358874760649e-05	3.061358874760649e-05
890	3	10.888754989897643	уравнение_s доказать_v что_conj если_conj	2.2959475560082018e-05	2.2959475560082018e-05
674	4	10.745258513732322	в_pr точка_s функция_s иметь_v	3.061040279206402e-05	3.061040279206402e-05
469	4	10.706341446396829	на_pr доказать_v что_conj число_s	3.060975840822123e-05	3.060975840822123e-05
242	6	10.675627012976099	функция_s в_pr точка_s если_conj	4.59138561394291e-05	4.59138561394291e-05
964	3	10.538403804987043	уравнение_s система_s линейный_a уравнение_s	2.295507709017297e-05	2.295507709017297e-05
809	3	10.07733308944696	число_s доказать_v что_conj число_s	2.294739504650021e-05	2.294739504650021e-05
900	3	9.285221841320332	на_pr на_pr на_pr на_pr	2.2926849731578002e-05	2.2926849731578002e-05
863	3	9.250228004115069	в_pr доказать_v что_conj число_s	2.2925655800727323e-05	2.2925655800727323e-05
